Combination,Count,Dates
5-14-16-24-35-38,1,22/06/2022
5-15-16-25-33-44,1,02/09/2015
5-15-17-22-24-32,1,14/06/2006
5-15-19-26-28-37,1,24/06/2015
5-15-20-28-43-45,1,09/05/2007
5-15-26-27-37-43,1,04/02/2009
5-16-23-29-35-42,1,27/08/2008
5-19-26-28-36-37,1,08/05/2013
5-20-22-24-34-41,1,04/04/2007
5-20-32-34-42-45,1,27/05/2015
5-21-26-30-43-44,1,02/02/2011
5-13-17-24-26-37,1,20/09/2017
5-21-29-32-37-42,1,28/09/2022
4-8-9-30-41-45,1,21/12/2022
4-9-10-35-36-37,1,28/06/2006
4-9-12-15-22-33,1,12/03/2014
4-9-12-17-38-39,1,15/04/2009
4-9-13-16-25-27,1,11/01/2023
4-9-14-18-39-42,1,19/02/2014
4-9-14-37-38-45,1,30/10/2013
4-9-17-31-34-36,1,14/03/2018
4-9-18-25-27-42,1,02/07/2014
5-10-11-24-26-30,1,29/01/2020
5-10-11-33-34-42,1,15/12/2021
5-10-12-17-40-42,1,18/04/2012
5-11-13-30-42-44,1,28/03/2012
5-10-13-14-36-38,1,18/12/2019
5-10-15-19-40-43,1,10/10/2018
5-10-15-28-31-39,1,30/01/2013
5-10-16-29-34-42,1,07/12/2016
5-10-17-38-40-45,1,27/11/2019
5-10-18-31-32-37,1,07/09/2011
5-10-19-21-23-32,1,20/05/2009
5-10-20-27-30-36,1,04/10/2006
5-10-21-34-35-43,1,16/08/2017
5-10-22-31-34-39,1,03/01/2007
5-10-23-25-28-33,1,03/11/2021
5-10-25-27-32-44,1,14/11/2012
5-10-30-36-38-44,1,21/09/2011
5-11-12-32-33-40,1,21/05/2014
5-10-12-22-24-41,1,11/03/2009
3-4-13-24-36-38,1,28/01/2015
3-4-14-24-29-45,1,01/01/2014
3-4-15-22-30-37,1,31/10/2012
3-4-22-33-39-42,1,29/12/2010
3-4-25-32-33-43,1,05/08/2009
3-4-28-30-35-44,1,13/03/2024
3-4-6-18-21-27,1,20/08/2014
3-4-7-19-22-38,1,09/11/2016
3-4-7-35-43-44,1,16/11/2016
3-4-8-17-27-39,1,01/04/2009
3-4-8-22-28-41,1,11/12/2019
3-4-9-10-15-39,1,24/03/2010
3-4-9-14-37-41,1,12/05/2021
4-16-23-24-42-45,1,11/10/2006
3-5-10-19-21-40,1,26/04/2017
3-5-10-20-39-43,1,20/09/2006
3-5-13-16-32-43,1,20/02/2008
3-5-14-16-37-39,1,29/02/2012
3-5-14-26-27-29,1,06/05/2020
3-5-15-21-29-40,1,06/04/2011
3-5-17-21-32-33,1,28/05/2008
3-5-29-38-41-44,1,22/09/2021
3-5-33-34-38-39,1,15/03/2017
3-5-6-7-23-31,1,02/11/2016
3-5-7-12-36-40,1,05/01/2022
3-5-8-12-13-31,1,31/08/2011
3-5-9-13-20-27,1,14/05/2014
3-6-10-15-38-42,1,04/09/2019
3-4-9-23-33-41,1,02/10/2019
3-12-16-24-39-43,1,21/10/2015
3-12-17-30-39-43,1,14/10/2009
3-13-15-30-35-43,1,10/06/2009
3-14-15-18-42-45,1,08/07/2009
3-14-17-27-32-33,1,21/12/2016
3-14-24-25-39-42,1,10/10/2007
3-15-17-21-32-43,1,03/12/2014
3-15-24-32-37-45,1,12/12/2012
3-16-19-25-38-44,1,09/05/2012
3-16-23-31-40-42,1,07/04/2010
3-17-18-19-32-45,1,01/08/2007
3-17-18-23-32-41,1,17/05/2023
3-17-18-35-37-38,1,11/06/2014
3-17-24-32-38-44,1,04/11/2009
3-4-13-16-22-23,1,16/09/2020
3-17-32-34-36-45,1,13/04/2022
3-19-35-40-42-45,1,03/07/2019
3-21-22-25-27-45,1,18/10/2006
3-21-29-31-37-39,1,20/06/2018
3-21-31-36-37-38,1,03/06/2015
3-21-38-41-42-45,1,24/06/2020
3-22-31-40-43-44,1,19/05/2010
3-23-29-32-33-45,1,03/07/2013
3-23-34-38-40-41,1,20/11/2013
3-25-27-29-33-36,1,16/07/2014
3-4-10-29-30-42,1,21/09/2016
3-4-11-12-19-44,1,26/02/2014
3-4-11-33-36-45,1,16/01/2013
3-4-11-36-41-45,1,18/04/2018
3-17-31-40-43-45,1,17/11/2010
4-10-13-17-18-25,1,19/08/2009
4-10-15-24-33-38,1,07/07/2010
4-10-19-31-34-38,1,17/04/2013
4-10-30-38-41-43,1,07/03/2012
4-11-12-14-30-44,1,04/07/2018
4-11-15-19-24-43,1,22/04/2020
4-11-16-19-35-38,1,03/05/2017
4-11-25-35-38-40,1,09/11/2022
4-11-27-28-29-43,1,17/08/2011
4-12-19-26-39-40,1,06/11/2019
4-13-14-32-40-41,1,12/07/2023
4-13-16-26-28-36,1,03/12/2008
4-13-21-27-35-42,1,21/02/2007
3-6-11-23-34-38,1,08/11/2017
4-13-37-41-43-45,1,18/10/2023
4-14-15-16-29-30,1,02/05/2018
4-14-15-22-30-37,1,14/11/2018
4-14-17-22-27-42,1,13/01/2010
4-14-17-29-38-39,1,10/05/2017
4-14-20-25-30-45,1,11/11/2020
4-14-26-31-34-38,1,31/01/2024
4-14-26-37-41-44,1,27/05/2009
4-14-31-34-40-45,1,01/07/2009
4-15-16-17-20-44,1,20/05/2020
4-15-17-18-23-24,1,15/06/2022
4-15-19-22-27-38,1,17/02/2021
4-15-28-37-38-43,1,08/05/2024
4-15-30-35-41-42,1,25/07/2007
4-13-28-34-37-43,1,05/11/2014
3-6-12-20-32-39,1,02/12/2009
3-6-14-28-33-43,1,10/06/2020
3-6-17-35-42-45,1,04/12/2013
3-6-19-22-29-31,1,15/04/2015
3-6-19-23-31-35,1,02/04/2008
3-6-19-23-33-34,1,12/05/2010
3-6-26-30-39-43,1,15/02/2017
3-6-8-16-18-42,1,17/07/2013
3-6-8-17-36-41,1,20/03/2024
3-6-9-16-21-36,1,23/01/2019
3-7-11-20-21-42,1,03/08/2011
3-7-13-19-25-35,1,19/09/2012
3-7-13-24-39-41,1,28/12/2011
3-7-16-17-44-45,1,26/04/2023
31-35-36-42-44-45,1,23/09/2009
3-7-20-23-39-43,1,01/05/2013
3-7-30-36-41-42,1,11/01/2012
3-7-8-10-16-39,1,19/06/2019
3-7-9-36-42-45,1,10/10/2012
3-8-13-38-40-45,1,05/09/2018
3-8-14-23-44-45,1,26/11/2014
3-8-18-22-32-34,1,30/04/2008
3-8-20-26-41-45,1,27/02/2013
3-8-22-27-39-45,1,24/09/2008
3-9-11-22-38-44,1,03/08/2022
3-9-16-26-27-42,1,23/10/2013
3-9-20-21-41-45,1,13/09/2017
3-9-22-24-25-28,1,06/12/2006
31-35-36-40-44-45,1,21/08/2019
3-7-16-28-32-44,1,27/02/2008
7-8-26-27-28-42,1,03/11/2010
7-8-9-14-16-18,1,28/06/2023
7-9-10-16-21-29,1,22/02/2023
7-9-13-14-20-30,1,23/08/2023
7-9-16-18-24-38,1,10/12/2008
7-9-16-21-33-40,1,15/06/2011
7-9-26-27-32-35,1,25/10/2023
7-9-26-39-42-45,1,11/05/2022
8-10-12-15-24-27,1,08/06/2011
8-10-12-19-31-35,1,08/02/2017
8-10-16-20-37-41,1,04/11/2015
8-10-19-29-35-43,1,29/04/2015
8-10-21-24-35-41,1,08/04/2009
5-21-37-38-41-45,1,08/03/2023
8-11-13-24-30-43,1,10/11/2021
8-11-16-29-31-41,1,09/04/2008
8-11-18-27-40-44,1,23/05/2012
8-11-27-37-38-45,1,25/08/2010
8-12-15-29-32-38,1,22/07/2015
8-12-19-23-31-41,1,15/08/2007
8-12-23-30-33-44,1,19/10/2016
8-12-26-30-32-38,1,11/02/2015
8-13-14-29-33-42,1,06/04/2016
8-13-14-34-36-43,1,06/12/2017
8-13-15-27-39-40,1,20/03/2013
8-13-23-26-28-44,1,07/05/2008
8-13-28-34-35-36,1,01/05/2019
8-14-25-28-30-35,1,03/02/2016
8-10-22-31-32-43,1,16/10/2019
7-14-20-23-34-41,1,20/12/2023
7-14-27-30-33-39,1,20/09/2023
7-15-16-18-33-40,1,16/01/2008
7-15-18-22-31-37,1,12/01/2022
7-15-18-25-27-41,1,06/02/2019
7-15-19-26-28-34,1,04/01/2017
7-15-19-28-29-34,1,13/12/2023
7-15-19-29-39-41,1,27/10/2010
7-15-19-36-40-45,1,07/08/2019
7-15-24-27-40-45,1,17/07/2019
7-15-25-33-43-44,1,30/10/2019
7-16-19-31-39-43,1,26/12/2012
7-16-20-23-25-40,1,13/04/2011
7-8-23-29-32-36,1,21/11/2007
7-17-20-25-26-37,1,08/10/2008
7-18-24-28-31-42,1,07/08/2013
7-19-30-33-34-42,1,24/07/2013
7-20-23-30-32-43,1,19/09/2018
7-21-22-33-41-43,1,22/08/2012
7-24-25-36-40-42,1,03/03/2021
7-24-30-35-42-44,1,01/09/2010
7-25-27-34-37-44,1,17/05/2006
7-25-30-38-41-43,1,19/08/2015
7-27-28-30-36-45,1,10/07/2019
7-27-28-40-44-45,1,17/09/2008
7-8-10-18-37-42,1,18/02/2015
7-8-10-29-35-41,1,08/04/2020
7-8-20-26-28-32,1,04/06/2014
7-16-22-30-35-37,1,05/09/2012
9-11-15-21-24-29,1,22/05/2013
9-11-18-27-35-37,1,02/08/2023
9-11-18-27-37-41,1,18/11/2020
9-11-23-25-30-40,1,31/03/2010
9-12-13-15-32-33,1,08/10/2014
9-12-16-18-29-36,1,19/12/2012
9-12-16-18-44-45,1,10/01/2024
9-12-17-23-31-38,1,09/09/2009
9-12-28-31-32-45,1,29/07/2009
9-13-16-19-33-42,1,06/03/2013
9-13-16-25-35-44,1,30/11/2022
9-13-21-23-28-45,1,18/07/2018
9-13-23-28-29-39,1,23/05/2018
8-14-27-32-35-45,1,17/04/2019
9-14-21-31-41-43,1,20/10/2021
9-15-16-19-34-45,1,10/03/2010
9-16-18-27-29-42,1,06/05/2009
9-16-20-26-35-45,1,03/04/2024
9-17-22-23-32-42,1,13/07/2022
9-19-21-23-25-44,1,15/07/2015
9-19-29-35-41-44,1,29/07/2015
9-19-31-36-37-42,1,24/08/2016
9-20-30-35-42-45,1,11/08/2010
9-22-29-36-43-44,1,06/01/2010
9-23-24-32-36-41,1,06/06/2012
9-23-27-34-37-43,1,27/07/2016
9-23-29-30-33-42,1,29/09/2010
9-25-28-31-33-38,1,13/05/2020
9-14-18-19-22-44,1,27/10/2021
8-14-28-34-36-44,1,12/02/2014
8-15-16-24-40-44,1,21/08/2013
8-15-29-34-35-36,1,20/11/2019
8-16-19-22-37-43,1,25/01/2017
8-16-22-23-30-45,1,25/10/2006
8-16-32-38-41-44,1,09/04/2014
8-17-20-22-37-39,1,02/06/2021
8-17-25-30-37-43,1,10/02/2021
8-17-36-39-43-44,1,14/01/2015
8-18-20-22-26-30,1,15/05/2013
8-19-21-35-36-37,1,06/06/2018
8-20-21-22-33-34,1,16/08/2023
8-20-22-23-27-28,1,25/08/2021
8-20-30-34-38-44,1,05/04/2023
9-11-13-22-24-42,1,08/01/2020
8-23-25-34-41-42,1,10/09/2014
8-25-26-27-28-39,1,17/02/2010
8-27-28-29-36-45,1,10/07/2013
8-27-29-33-36-39,1,21/06/2023
8-27-31-39-41-42,1,25/11/2009
8-28-31-32-39-40,1,18/03/2009
8-29-31-37-41-44,1,04/05/2016
8-31-32-33-37-44,1,23/01/2013
8-9-10-16-36-42,1,03/02/2021
8-9-17-25-28-45,1,02/08/2017
8-9-19-21-23-38,1,28/11/2007
8-9-19-23-31-35,1,27/05/2020
9-10-15-31-35-40,1,12/09/2018
9-11-12-30-32-40,1,02/10/2013
8-22-23-25-26-35,1,05/03/2014
5-8-12-26-44-45,1,28/07/2021
5-8-15-27-33-45,1,02/02/2022
5-8-30-34-38-42,1,07/03/2007
5-8-9-10-22-44,1,12/04/2017
5-9-10-32-35-36,1,21/12/2011
5-9-11-20-31-36,1,25/03/2015
5-9-11-28-29-31,1,04/01/2012
5-9-12-25-32-38,1,13/05/2015
5-9-13-38-41-42,1,01/03/2017
5-9-20-22-25-36,1,01/10/2014
5-9-30-39-41-45,1,28/12/2022
6-10-16-28-35-43,1,14/09/2022
6-10-16-31-36-38,1,06/10/2010
7-14-18-27-39-44,1,11/05/2011
6-10-21-29-39-44,1,23/01/2008
6-10-22-30-33-39,1,11/04/2007
6-11-12-13-26-35,1,17/10/2007
6-11-13-17-42-44,1,15/09/2010
6-11-16-25-32-41,1,16/05/2018
6-11-17-18-20-45,1,03/10/2007
6-11-18-22-23-35,1,22/03/2017
6-11-19-24-40-42,1,15/10/2014
6-11-21-28-35-44,1,24/04/2019
6-12-13-24-26-34,1,21/02/2024
6-12-14-17-22-39,1,02/06/2010
6-12-16-39-40-41,1,29/03/2023
6-12-17-19-24-45,1,05/12/2018
6-12-30-32-35-41,1,30/11/2011
6-10-17-20-27-34,1,17/06/2020
9-27-30-36-39-44,1,08/02/2012
5-22-23-30-33-35,1,16/03/2016
5-22-23-33-36-41,1,03/09/2008
5-23-26-29-34-44,1,10/04/2024
5-23-32-34-41-44,1,21/03/2018
5-24-27-33-37-41,1,11/04/2018
5-25-28-31-38-44,1,07/09/2022
5-26-28-33-34-37,1,27/09/2017
5-6-11-12-22-24,1,24/10/2018
5-6-13-24-25-26,1,09/03/2016
5-6-14-18-20-25,1,27/03/2019
5-6-17-29-30-37,1,24/03/2021
5-6-18-25-33-43,1,24/02/2010
5-6-18-25-44-45,1,23/03/2016
5-8-11-29-33-40,1,15/02/2012
5-6-25-29-36-39,1,16/09/2009
5-6-27-30-37-40,1,12/08/2020
5-6-30-42-43-44,1,24/11/2010
5-6-9-14-23-35,1,13/06/2007
5-7-11-15-25-26,1,07/01/2015
5-7-18-20-37-38,1,18/07/2012
5-7-19-25-35-40,1,26/06/2019
5-7-21-23-36-42,1,03/02/2010
5-7-27-32-33-35,1,03/06/2009
5-7-8-13-22-31,1,12/06/2013
5-7-8-21-25-27,1,25/01/2023
5-7-9-34-36-44,1,27/08/2014
5-8-10-15-31-42,1,01/06/2022
5-8-11-14-39-45,1,26/09/2018
5-6-23-26-38-40,1,08/09/2021
6-9-11-29-31-32,1,29/12/2021
6-9-12-30-39-42,1,14/07/2021
6-9-13-15-16-41,1,13/12/2017
6-9-14-16-34-45,1,31/05/2006
6-9-14-18-24-37,1,13/12/2006
6-9-15-16-24-32,1,16/12/2009
7-10-11-12-20-26,1,16/11/2011
7-10-11-14-31-34,1,28/02/2007
7-10-12-21-38-39,1,09/03/2011
7-10-14-16-28-34,1,18/11/2009
7-10-16-20-24-42,1,26/10/2016
7-10-16-34-36-42,1,01/05/2024
7-10-17-24-36-38,1,14/03/2007
6-13-22-25-36-40,1,17/12/2014
7-10-26-38-42-44,1,25/11/2015
7-10-34-41-43-45,1,07/09/2016
7-11-13-17-25-44,1,05/07/2023
7-11-18-19-20-37,1,10/12/2014
7-11-24-29-31-39,1,12/08/2009
7-11-27-29-32-33,1,14/04/2021
7-12-14-28-30-38,1,21/10/2009
7-12-21-22-33-43,1,05/12/2007
7-13-16-18-22-39,1,30/05/2012
7-13-17-19-37-41,1,07/12/2011
7-13-17-20-28-34,1,24/04/2024
7-13-17-24-32-41,1,03/09/2014
7-13-18-39-44-45,1,24/04/2013
7-13-21-31-39-45,1,20/04/2016
7-10-18-33-42-44,1,19/04/2023
6-14-20-31-32-37,1,07/02/2018
6-15-16-24-27-42,1,22/10/2008
6-15-30-32-37-40,1,23/11/2016
6-16-19-25-32-42,1,31/05/2017
6-17-21-25-29-31,1,01/02/2017
6-17-36-38-40-45,1,21/10/2020
6-20-28-30-39-40,1,29/08/2012
6-21-25-38-39-44,1,20/06/2007
6-21-27-28-32-42,1,17/01/2018
6-22-34-40-42-45,1,12/01/2011
6-23-25-29-38-45,1,02/03/2016
6-25-26-30-32-41,1,26/08/2015
6-27-30-32-34-38,1,28/06/2017
6-27-34-37-40-45,1,25/04/2012
6-8-30-31-42-43,1,04/01/2023
6-7-13-26-34-38,1,02/04/2014
6-7-14-18-20-41,1,08/08/2012
6-7-14-18-37-39,1,10/08/2011
6-7-16-25-33-40,1,30/11/2016
6-7-17-26-31-32,1,17/09/2014
6-7-8-18-29-43,1,19/05/2021
6-7-9-10-13-17,1,07/10/2020
6-7-9-10-23-26,1,10/05/2006
6-8-11-15-32-41,1,21/04/2010
6-8-12-29-39-40,1,04/03/2020
6-8-13-22-35-40,1,04/07/2012
6-8-14-17-23-43,1,23/03/2011
6-8-20-24-27-36,1,13/06/2012
6-8-25-26-30-42,1,10/03/2021
6-7-12-19-26-30,1,21/11/2012
10-18-23-25-33-39,1,24/08/2011
10-19-22-23-33-41,1,16/04/2014
10-20-24-34-38-44,1,23/04/2008
10-21-22-23-32-34,1,12/10/2016
10-21-24-36-37-43,1,02/01/2013
10-21-30-35-41-43,1,08/06/2022
10-24-30-32-38-41,1,20/06/2012
10-25-27-36-38-42,1,23/11/2022
10-26-30-42-43-44,1,22/02/2017
10-26-32-33-35-39,1,04/05/2022
10-27-30-34-43-45,1,29/10/2008
10-27-37-39-43-45,1,14/02/2018
10-29-32-39-40-42,1,11/04/2012
3-12-13-30-37-44,1,19/08/2020
11-13-15-19-21-28,1,13/01/2016
11-13-15-27-29-42,1,05/10/2022
11-13-16-18-20-21,1,30/03/2022
11-13-20-25-39-43,1,01/07/2020
11-13-23-30-38-45,1,22/08/2007
11-13-28-30-35-38,1,03/05/2023
11-14-15-19-23-45,1,07/02/2024
11-14-15-19-24-40,1,07/06/2023
11-14-15-32-33-40,1,28/08/2013
11-14-25-41-44-45,1,15/09/2021
11-15-16-17-18-42,1,21/07/2021
11-15-16-19-21-30,1,23/12/2020
11-15-18-22-28-38,1,25/05/2011
11-16-20-25-34-43,1,26/03/2014
11-12-15-16-27-30,1,14/09/2011
10-11-14-33-44-45,1,13/03/2019
10-11-16-17-20-24,1,07/04/2021
10-11-17-19-37-40,1,23/08/2017
10-11-19-23-37-45,1,15/07/2009
10-11-20-24-27-36,1,22/11/2017
10-11-24-32-35-36,1,05/11/2008
10-12-14-20-21-38,1,21/05/2008
10-12-15-22-23-33,1,11/12/2013
10-12-27-36-40-43,1,22/04/2009
10-13-17-28-36-37,1,06/04/2022
10-13-26-31-34-38,1,12/06/2019
10-14-15-31-37-40,1,23/05/2007
10-14-16-21-24-32,1,17/03/2010
10-18-21-31-41-44,1,30/08/2006
10-14-19-23-26-29,1,19/11/2008
10-14-22-24-28-43,1,25/10/2017
10-14-22-39-40-42,1,27/02/2019
10-14-26-31-35-44,1,10/04/2013
10-15-17-33-37-44,1,18/04/2007
10-15-18-33-35-45,1,15/03/2023
10-16-17-34-35-41,1,18/10/2017
10-16-19-22-24-32,1,16/02/2011
10-16-19-29-34-42,1,31/07/2019
10-16-22-26-35-36,1,08/05/2019
10-16-22-28-31-34,1,09/10/2013
10-16-24-25-35-37,1,30/09/2015
10-17-18-34-40-41,1,14/10/2020
10-17-25-32-43-44,1,31/08/2016
10-14-17-20-28-37,1,15/11/2017
12-15-16-22-32-39,1,04/06/2008
12-15-23-29-34-42,1,03/08/2016
12-15-24-26-29-34,1,21/09/2022
12-16-20-26-31-45,1,26/02/2020
12-16-22-28-32-40,1,02/12/2015
12-16-23-27-29-41,1,20/07/2016
12-16-28-32-33-40,1,19/10/2022
12-17-18-31-37-41,1,01/12/2021
12-17-23-26-34-35,1,11/10/2017
12-18-20-30-33-42,1,12/11/2014
12-18-23-40-41-45,1,26/05/2010
12-18-30-31-34-44,1,14/12/2011
12-19-23-26-28-43,1,02/09/2009
11-16-21-24-35-37,1,03/03/2010
12-20-22-32-38-42,1,20/01/2021
12-20-27-32-37-38,1,29/03/2017
12-21-22-35-43-45,1,30/03/2011
12-22-28-32-36-43,1,02/05/2007
12-23-24-37-40-44,1,13/10/2010
12-23-31-35-36-39,1,06/01/2016
12-24-29-32-36-39,1,18/01/2017
12-27-36-37-38-41,1,02/05/2012
13-14-15-22-26-33,1,25/01/2012
13-15-19-26-30-42,1,19/03/2014
13-15-23-27-37-40,1,13/08/2008
13-15-33-35-36-44,1,29/11/2017
13-16-18-26-29-31,1,14/11/2007
13-16-21-27-28-43,1,15/10/2008
12-19-23-29-37-38,1,04/04/2018
11-16-23-29-39-41,1,31/03/2021
11-16-24-38-40-41,1,22/03/2023
11-17-20-24-25-45,1,28/04/2010
11-17-21-25-30-33,1,07/10/2009
11-17-22-23-24-34,1,12/07/2017
11-17-33-36-41-42,1,09/01/2013
11-18-24-31-44-45,1,20/12/2006
11-18-26-32-41-44,1,24/06/2009
11-18-26-38-40-45,1,06/09/2006
11-19-21-41-42-44,1,18/09/2013
11-19-25-32-41-45,1,14/08/2013
11-20-22-25-30-32,1,09/10/2019
11-20-25-31-41-45,1,25/02/2009
11-22-24-37-38-40,1,09/07/2008
12-14-21-23-38-39,1,28/10/2020
11-24-27-28-39-42,1,06/12/2023
11-25-33-34-42-45,1,25/06/2014
11-27-34-37-40-45,1,01/04/2020
11-28-37-40-41-42,1,30/01/2019
11-29-31-35-44-45,1,28/09/2011
11-32-38-41-43-44,1,22/09/2010
11-34-35-36-38-40,1,13/08/2014
12-13-16-26-39-41,1,09/07/2014
12-14-15-29-35-36,1,01/06/2016
12-14-16-19-26-37,1,28/11/2012
12-14-17-19-27-30,1,18/05/2022
12-14-19-27-39-40,1,20/12/2017
12-14-19-39-41-44,1,15/04/2020
12-14-20-22-36-41,1,30/05/2018
11-22-28-34-36-37,1,10/04/2019
1-16-19-32-38-41,1,29/10/2014
1-16-20-29-37-44,1,06/08/2014
1-16-21-26-31-38,1,22/10/2014
1-16-24-28-32-37,1,25/05/2022
1-17-19-26-39-41,1,09/02/2022
1-17-21-28-31-35,1,29/08/2007
1-17-30-32-41-45,1,29/06/2022
1-18-20-25-34-35,1,17/01/2007
1-2-11-20-37-38,1,10/06/2015
1-2-12-14-20-35,1,26/08/2009
1-2-16-18-32-37,1,28/03/2007
1-2-20-29-36-38,1,27/07/2011
1-2-7-11-28-32,1,11/09/2013
10-11-14-18-39-40,1,05/08/2020
1-2-9-19-43-45,1,07/03/2018
1-20-31-33-34-42,1,06/11/2013
1-21-22-24-31-37,1,01/04/2015
1-22-28-34-40-43,1,06/03/2019
1-23-26-27-31-39,1,25/07/2018
1-23-27-33-39-45,1,20/03/2019
1-23-32-35-40-43,1,04/04/2012
1-25-31-39-44-45,1,05/02/2020
1-27-29-30-32-39,1,23/11/2011
1-3-10-11-26-42,1,20/07/2011
1-3-10-29-34-39,1,12/11/2008
1-3-11-21-23-41,1,16/12/2015
1-3-11-33-35-41,1,11/09/2019
1-3-14-16-29-42,1,19/11/2014
1-2-7-14-23-24,1,26/10/2011
1-10-11-15-27-32,1,06/07/2011
1-10-13-25-31-43,1,10/09/2008
1-10-14-24-27-32,1,17/08/2022
1-10-15-31-42-44,1,17/04/2024
1-10-18-21-44-45,1,24/08/2022
1-10-19-24-31-32,1,05/12/2012
1-10-20-24-38-43,1,13/02/2008
1-11-13-17-24-38,1,28/04/2021
1-11-14-17-20-29,1,08/11/2006
1-11-16-30-32-34,1,10/02/2016
1-11-19-26-29-40,1,08/07/2015
1-11-20-23-41-44,1,07/05/2014
1-11-31-36-38-43,1,27/06/2007
1-12-21-27-44-45,1,11/01/2017
1-16-19-24-39-40,1,13/10/2021
1-12-29-34-37-40,1,20/01/2010
1-13-14-18-28-34,1,23/12/2009
1-13-14-26-35-44,1,30/12/2009
1-13-15-17-37-45,1,10/08/2022
1-13-19-25-32-37,1,18/01/2012
1-13-23-27-34-40,1,11/07/2018
1-13-24-28-35-41,1,03/06/2020
1-13-27-29-33-38,1,20/02/2019
1-14-15-16-17-19,1,31/10/2007
1-14-16-27-31-32,1,13/07/2016
1-14-18-20-27-36,1,04/11/2020
1-14-24-27-43-45,1,21/01/2015
1-15-17-29-30-35,1,28/02/2024
1-16-18-21-28-35,1,02/08/2006
1-12-28-29-31-45,1,18/06/2014
1-6-12-35-40-42,1,04/05/2011
1-6-13-22-33-41,1,02/01/2019
1-6-14-18-19-20,1,21/11/2018
1-6-16-23-27-31,1,09/09/2015
1-6-24-25-29-34,1,23/07/2014
1-6-25-26-27-40,1,18/05/2011
1-6-25-33-37-38,1,19/07/2006
1-6-7-11-24-34,1,23/08/2006
1-6-8-13-30-33,1,27/03/2024
1-6-8-17-34-45,1,03/10/2018
1-7-10-15-21-27,1,25/03/2009
1-7-12-13-14-21,1,24/12/2014
1-7-12-27-29-36,1,29/11/2023
1-3-19-21-22-38,1,13/03/2013
1-7-24-26-27-32,1,09/01/2008
1-7-8-11-28-30,1,22/07/2009
1-8-11-13-22-31,1,11/05/2016
1-8-14-22-28-38,1,30/04/2014
