Combination,Count,Dates
0-1-2-5-7-9,3,07/09/2024|17/04/2021|03/08/2013
0-1-2-6-7-8,3,28/05/2022|11/03/2017|05/12/1998
0-1-2-7-8-9,3,05/06/2021|22/12/2012|28/04/2001
1-2-4-6-7-9,3,15/11/1997|03/08/1991|17/11/1990
0-1-3-4-4-5,3,18/04/2009|15/12/2007|26/02/1994
0-1-3-5-6-7,3,02/09/2023|27/09/2003|26/11/1988
1-4-5-6-7-7,3,05/10/2024|19/02/2000|02/01/1993
0-1-3-7-9-9,3,23/03/2013|17/12/2011|15/11/2003
0-5-6-7-8-9,3,04/08/2012|14/06/2008|20/02/1988
0-1-4-5-5-6,3,03/10/2015|28/02/2015|24/10/2009
0-1-5-5-5-7,3,24/11/2001|29/05/1999|19/10/1996
0-1-5-6-7-8,3,02/12/2023|12/06/2021|05/08/2017
0-2-2-2-3-5,3,20/04/2024|23/03/2019|26/10/1991
2-3-4-6-8-9,3,28/09/2019|28/07/2012|27/05/2000
0-2-2-3-4-9,3,06/11/2021|23/10/2010|08/10/1994
0-1-3-7-8-9,3,27/05/2017|07/02/2015|18/10/2014
1-2-4-5-7-8,3,23/03/2024|16/03/1991|26/08/1989
1-2-3-4-8-8,3,20/10/2012|19/06/2010|06/12/2003
4-5-6-7-8-9,3,03/11/2012|29/03/2003|22/01/1994
1-2-2-3-4-5,3,13/11/1993|23/01/1993|18/04/1992
1-2-2-5-6-6,3,12/04/2008|20/03/1999|11/05/1996
1-2-2-3-4-6,3,12/09/2015|16/12/1995|13/04/1991
2-4-5-6-9-9,2,29/12/2001|06/01/2001
2-4-4-6-6-9,2,25/04/2009|06/12/2008
0-1-4-4-5-7,2,27/01/2007|13/06/1992
0-7-8-9-9-9,2,30/10/2010|29/07/2006
0-0-1-1-5-9,2,12/11/2005|19/05/2001
2-4-5-5-6-9,2,28/03/2015|31/12/1994
0-8-9-9-9-9,2,20/09/2003|12/06/1999
2-4-5-5-7-9,2,01/02/1992|10/01/1987
0-1-3-5-8-9,2,25/03/2006|18/03/2006
0-1-3-5-6-8,2,02/04/2011|19/10/1991
0-0-1-2-3-8,2,21/04/2012|29/08/2009
1-1-1-1-4-5,2,10/08/2013|25/07/1987
2-4-5-6-7-9,2,29/07/2000|03/01/1987
0-1-3-4-7-7,2,12/01/2013|17/07/2010
0-1-3-4-6-9,2,02/09/2006|10/10/1987
0-1-3-4-6-6,2,02/02/2002|01/04/2000
0-5-6-9-9-9,2,09/09/2000|28/05/1988
0-4-6-8-8-8,2,19/08/1989|07/05/1988
1-4-4-6-7-9,2,26/06/2004|05/01/2002
0-4-7-7-9-9,2,16/11/2002|03/09/1988
2-3-6-6-7-8,2,14/08/2021|05/09/2009
1-4-4-5-7-9,2,25/01/2014|21/06/1997
1-4-4-5-6-9,2,13/08/2016|26/01/1991
1-2-2-7-9-9,2,07/07/2018|07/02/2009
1-2-3-6-8-9,2,11/03/2023|11/09/1993
0-1-5-6-7-7,2,10/07/2021|28/05/2016
0-5-5-6-8-9,2,09/03/2002|09/07/1988
2-4-4-5-7-9,2,26/03/2022|02/06/2018
0-1-5-5-7-8,2,01/04/2006|05/07/1997
2-4-4-4-4-8,2,04/06/2016|12/11/2011
0-1-4-8-8-8,2,21/08/2021|09/02/2008
0-1-4-7-8-9,2,12/08/2023|12/06/1993
0-1-4-7-7-9,2,09/04/2022|29/12/1990
0-5-5-7-9-9,2,02/01/2016|01/01/1994
0-1-4-6-6-9,2,12/09/2009|24/02/1996
2-4-4-5-6-6,2,06/04/2013|23/10/1999
0-5-6-6-8-9,2,05/02/2011|20/06/1992
0-1-4-5-7-9,2,22/04/2023|15/01/2011
0-1-4-5-6-8,2,05/06/2010|17/03/1990
0-1-5-5-8-9,2,21/05/2011|04/04/2009
0-1-2-5-6-7,2,21/05/2022|09/05/1987
2-4-7-7-8-9,2,22/07/2023|23/02/1991
1-1-1-6-7-8,2,30/12/2006|03/01/2004
1-3-5-5-5-8,2,02/04/2005|22/12/2001
0-1-2-4-7-8,2,15/09/2007|19/10/2002
0-1-2-4-6-9,2,28/05/2011|22/08/1998
0-1-2-4-6-8,2,05/06/1993|25/07/1992
4-5-6-6-8-9,2,17/10/2009|17/08/1996
0-0-1-3-3-8,2,15/06/2024|22/09/1990
0-1-3-4-4-9,2,27/01/2024|31/07/2004
2-4-7-9-9-9,2,06/03/2010|04/11/1995
2-4-8-9-9-9,2,15/07/2017|11/12/2004
0-1-2-4-4-7,2,11/08/2018|21/11/2009
1-3-4-8-8-9,2,06/07/2019|15/02/1992
0-1-2-4-4-5,2,25/03/2023|15/02/2014
1-3-4-7-9-9,2,03/12/2005|12/04/1997
0-0-1-3-3-9,2,26/12/2020|19/11/2011
0-1-2-3-8-9,2,14/09/2024|14/10/1995
1-3-4-7-8-9,2,23/04/2022|18/12/1993
2-5-5-8-9-9,2,11/04/2020|16/10/2004
0-1-2-4-5-8,2,17/06/2006|30/05/1998
0-1-3-4-5-7,2,12/05/2001|10/06/2000
0-1-6-7-8-8,2,11/12/2010|25/04/1987
1-1-1-2-7-8,2,04/02/2012|20/11/1993
2-4-5-7-8-9,2,06/08/2005|21/01/1995
4-5-8-9-9-9,2,02/10/2004|23/09/1995
2-4-5-8-8-9,2,26/05/2018|27/06/1987
2-4-5-9-9-9,2,08/07/2023|02/05/2020
1-3-5-6-8-9,2,18/05/2002|10/11/2001
1-1-1-3-5-8,2,03/06/2023|26/11/2016
0-0-1-2-7-9,2,06/06/2015|14/11/1992
0-1-3-3-4-5,2,10/05/2014|05/07/2008
0-1-2-8-9-9,2,23/02/2013|04/09/1993
0-1-2-8-8-9,2,23/06/2001|08/09/1990
4-5-6-8-8-8,2,15/12/2012|09/11/2002
0-1-2-6-8-9,2,13/04/2019|20/06/1987
0-1-2-6-7-9,2,20/09/2008|14/12/1991
2-4-6-7-9-9,2,18/06/2016|20/07/1996
0-1-2-6-6-8,2,08/06/2019|12/01/1991
1-2-4-4-5-7,2,21/09/2013|03/06/2000
1-2-2-4-8-9,2,08/02/2003|29/07/1989
0-1-3-3-4-6,2,05/11/2022|29/08/1987
5-5-6-7-8-8,2,18/08/2007|04/04/1998
1-5-7-8-8-8,2,19/08/2017|31/10/1987
2-2-3-7-8-9,2,25/11/2000|11/05/1991
2-2-4-4-4-8,2,04/01/2014|06/04/1996
0-3-4-6-6-6,2,13/04/2024|11/02/2012
1-5-6-7-8-9,2,13/09/1997|15/05/1993
0-3-4-6-8-9,2,06/09/2014|19/07/2008
1-2-3-4-5-7,2,30/08/2003|30/10/1993
1-2-3-4-4-9,2,11/08/2012|24/10/1998
2-3-5-7-9-9,2,23/01/2010|18/09/2004
0-2-4-5-6-6,2,23/09/2006|21/05/1994
0-3-4-7-8-9,2,27/11/1999|14/03/1998
2-2-4-6-7-9,2,24/01/2004|14/03/1992
0-2-4-5-5-6,2,15/04/2017|07/02/2004
0-2-4-5-5-5,2,13/03/2004|26/09/1998
1-2-3-3-8-9,2,26/09/2020|23/07/1988
0-2-4-4-5-7,2,08/12/2007|05/11/1988
0-2-3-7-8-9,2,18/11/2023|24/04/2021
2-2-5-6-6-6,2,18/05/2024|08/08/2020
0-2-3-7-7-8,2,30/03/1996|13/05/1995
0-2-4-5-7-8,2,10/03/2018|16/04/1988
2-2-2-4-5-8,2,24/10/1987|07/03/1987
0-3-3-4-6-8,2,29/06/2024|02/05/1992
0-3-3-4-4-9,2,09/04/2016|25/11/1989
0-3-3-3-7-9,2,25/09/2010|25/10/1997
0-3-3-7-9-9,2,20/07/2024|28/10/2006
0-3-3-3-4-7,2,27/01/2001|31/05/1997
0-3-3-8-9-9,2,13/07/2013|30/12/2000
0-2-6-8-8-9,2,22/08/2020|13/08/1994
2-2-3-3-6-9,2,30/11/2019|19/05/2018
0-2-4-8-9-9,2,10/08/1991|08/04/1989
2-2-3-4-5-5,2,17/02/2001|03/11/1990
0-2-5-7-8-9,2,27/12/2003|03/10/1998
0-2-5-6-9-9,2,08/05/2010|28/11/1987
1-2-3-4-6-8,2,01/04/2023|18/04/1987
2-2-3-5-5-7,2,03/08/2019|23/06/2012
5-5-7-7-8-9,2,08/01/2005|10/04/1993
0-2-5-5-6-9,2,01/10/2011|23/06/1990
0-2-5-5-6-8,2,06/07/1996|25/05/1991
2-2-3-5-6-9,2,22/11/2003|17/05/1997
0-2-5-5-6-6,2,28/09/2024|03/11/2018
2-2-3-4-4-6,2,21/08/2004|17/05/2003
0-2-2-4-5-6,2,02/11/2002|17/02/1996
1-2-3-3-4-9,2,17/06/2017|24/08/2002
2-3-4-6-7-7,2,27/08/2016|01/12/2007
0-2-2-3-7-9,2,22/09/2001|09/02/1991
2-3-4-6-7-8,2,01/02/2003|28/07/2001
1-4-5-5-7-9,2,17/09/2022|18/02/2006
0-2-2-3-5-5,2,02/03/2024|13/02/1999
1-2-3-6-6-9,2,15/09/2018|31/07/1993
2-3-4-6-9-9,2,30/03/2019|12/07/2008
2-2-5-7-7-8,2,10/12/2022|30/05/1987
2-3-4-7-8-8,2,21/05/2016|14/02/2009
0-4-5-7-7-8,2,09/12/2023|26/08/2006
0-2-2-2-5-6,2,16/07/2005|21/12/1996
1-2-3-6-7-9,2,18/01/2020|02/02/1991
1-2-3-6-8-8,2,14/12/2019|18/07/1992
2-3-5-6-6-9,2,03/02/2018|14/02/1998
2-3-5-6-8-9,2,06/06/2020|14/11/1998
2-3-5-7-7-8,2,07/09/2019|07/12/2013
2-3-5-7-8-9,2,10/06/2023|24/10/1992
0-1-2-3-7-8,2,14/09/2002|25/12/1999
0-4-5-6-8-9,2,05/10/2019|21/10/2017
6-7-7-8-9-9,2,13/10/1990|15/09/1990
0-2-3-6-7-8,2,25/11/2006|26/11/1994
1-2-3-5-7-9,2,16/12/2023|03/08/1996
2-2-6-7-8-9,2,13/03/2010|10/11/1990
1-2-3-3-6-8,2,05/01/2013|21/07/2007
2-2-6-8-9-9,2,17/02/2018|10/10/1998
1-2-3-5-8-9,2,05/03/2005|18/12/2004
0-2-3-4-6-8,2,14/09/2019|16/05/2015
2-3-3-4-5-5,2,23/09/2017|22/04/2000
0-2-3-4-5-6,2,13/06/2020|17/06/2000
1-2-3-3-5-6,2,24/12/2016|26/05/1990
0-3-6-8-9-9,2,13/04/2013|27/07/1991
2-3-3-4-7-9,2,02/01/2021|14/05/2005
0-2-3-3-6-8,2,11/04/2015|20/10/2007
0-0-0-6-6-8,2,07/01/2012|23/04/2011
0-2-2-6-7-8,2,03/02/2007|20/07/1991
0-2-2-5-8-9,2,14/12/2013|13/10/2012
0-4-4-5-6-7,2,08/10/2005|09/01/1999
1-4-5-8-9-9,2,13/07/1996|03/03/1990
0-2-2-4-9-9,2,04/06/2011|19/04/2003
0-2-2-4-7-8,2,29/09/2012|12/09/1998
0-2-3-4-4-9,2,29/07/1995|02/04/1994
1-3-3-4-5-6,2,08/04/2006|19/05/1990
1-1-3-5-7-7,2,11/10/2003|01/05/1999
0-0-5-6-8-9,2,04/11/2023|05/09/1987
1-1-3-5-6-7,2,30/03/2013|21/07/2001
3-4-4-7-9-9,2,13/12/2008|13/12/2003
1-1-3-4-7-7,2,07/11/2009|27/04/2002
1-2-2-4-4-8,2,29/04/2000|18/06/1994
1-1-3-4-6-7,2,06/03/1999|01/08/1998
1-1-3-4-5-8,2,22/03/2014|02/03/1991
3-4-4-5-7-7,2,14/10/2006|03/02/1996
3-4-4-5-6-8,2,17/06/2023|02/12/2000
1-1-3-3-7-9,2,20/02/2010|05/06/1999
1-1-3-3-7-8,2,27/07/2024|30/09/2023
0-1-1-2-2-4,2,11/03/1995|06/07/1991
1-3-3-5-6-6,2,11/02/2006|17/04/2004
1-1-2-5-9-9,2,25/03/2017|25/03/2000
0-1-1-4-4-5,2,27/07/2019|16/02/2008
1-3-3-6-9-9,2,28/04/2012|25/09/1993
0-1-1-3-6-9,2,08/01/2022|14/04/1990
0-1-1-3-5-9,2,14/01/2012|17/11/2001
3-3-4-7-8-9,2,13/11/2021|24/09/2011
1-1-2-7-8-9,2,25/08/2012|15/05/1999
4-5-5-6-7-9,2,03/05/2008|16/12/2006
0-1-1-2-3-4,2,03/10/2020|29/06/2002
1-1-3-3-3-5,2,19/02/2022|21/02/1998
0-0-1-4-6-9,2,20/07/2019|26/04/2003
0-1-1-2-6-9,2,14/04/2012|14/08/1993
0-1-1-2-4-9,2,22/07/2000|10/01/1998
3-4-4-4-6-8,2,28/01/2017|03/12/2011
0-1-1-2-3-9,2,05/01/2008|03/02/1990
0-1-1-2-3-7,2,04/07/1998|03/06/1995
0-1-1-2-3-6,2,31/08/1996|25/02/1989
0-1-1-3-3-8,2,25/12/1993|31/01/1987
4-4-5-6-6-7,2,19/09/2015|20/04/1996
1-1-7-8-9-9,2,27/01/2018|27/06/1998
4-4-4-5-6-9,2,06/07/2024|16/08/2003
0-0-2-3-5-8,2,19/03/2022|15/06/1996
0-0-2-3-5-9,2,27/02/2021|21/01/2017
1-1-6-8-8-9,2,10/02/2007|22/10/2005
1-2-5-5-7-8,2,05/11/2016|27/03/1999
0-0-2-4-6-8,2,13/05/2017|05/11/2005
1-1-6-6-9-9,2,18/09/1999|10/02/1996
0-0-2-5-6-7,2,28/09/1991|22/11/1986
0-0-2-5-6-8,2,24/12/2022|22/03/2008
1-2-5-6-6-9,2,24/04/2010|07/04/2001
1-2-5-6-7-8,2,24/06/1995|11/08/1990
3-6-6-7-8-8,2,24/01/2015|08/12/2001
1-2-5-6-7-9,2,15/03/2003|25/02/1995
3-4-5-6-8-9,2,08/08/2015|26/01/2008
0-0-4-6-8-9,2,03/07/2010|20/01/2001
0-0-4-6-8-8,2,26/12/2015|04/01/1992
3-4-5-7-7-9,2,09/09/2017|01/03/2014
3-4-5-7-9-9,2,24/11/2018|03/10/1987
1-1-3-6-8-8,2,27/10/2012|28/09/1996
3-4-6-7-7-8,2,29/09/2018|19/11/2005
3-4-6-8-9-9,2,10/06/2006|21/11/1987
0-0-3-4-5-7,2,23/05/2015|19/09/1992
0-0-4-5-5-8,2,21/03/2020|16/02/2002
4-4-6-8-8-9,2,24/06/2023|26/02/2005
0-0-1-5-8-9,2,23/06/2007|05/05/1990
0-0-3-4-9-9,2,16/08/2014|19/09/1998
0-0-3-4-8-9,2,18/03/2023|23/10/1993
3-5-6-7-8-9,2,15/07/2000|29/11/1986
0-0-3-4-7-8,2,13/03/2021|23/12/2017
0-0-3-4-5-8,2,12/07/2014|14/03/2009
1-2-4-5-6-8,2,26/08/2017|15/06/2013
1-3-4-4-7-9,2,15/04/2023|09/03/1991
0-1-2-3-5-8,2,13/02/2010|24/06/2000
3-3-4-5-6-7,2,13/08/2022|13/10/2001
0-1-1-4-7-7,2,25/04/2015|29/06/1996
0-0-1-3-4-6,2,29/10/1994|18/06/1988
0-0-1-4-5-6,2,28/12/2019|06/05/1989
2-5-6-8-8-9,2,16/11/2013|06/10/1990
0-1-2-2-4-5,2,07/03/2009|24/05/2008
0-1-2-2-5-5,2,20/12/2008|24/02/2007
1-3-4-5-8-9,2,22/11/2008|26/04/1997
0-1-2-3-5-7,2,30/09/2017|27/12/2008
2-5-6-6-7-8,2,28/01/2023|28/02/2009
0-0-1-4-4-9,2,27/06/2020|09/08/2014
1-3-4-5-9-9,2,14/10/2017|14/11/2009
2-5-6-8-9-9,2,15/09/2001|17/03/2001
1-1-2-4-8-9,2,11/01/2020|10/01/2004
0-1-2-3-4-9,2,12/11/2022|06/01/1996
1-2-2-4-6-9,2,18/12/1999|25/06/1994
3-3-3-6-7-9,2,09/01/2021|20/12/2003
0-1-1-5-8-9,2,03/09/2005|11/11/1995
1-3-4-6-7-8,2,22/02/2020|27/02/1993
1-2-2-4-6-7,2,22/06/2002|24/01/1987
0-1-2-2-4-8,2,10/04/1999|19/03/1994
0-1-3-4-6-7,2,20/01/1996|20/08/1994
0-0-1-4-5-9,2,13/12/1997|06/12/1997
1-3-4-5-7-9,2,06/09/2003|28/10/2000
1-1-2-2-9-9,2,30/12/2017|12/04/2003
1-1-2-2-3-7,2,12/01/2002|16/11/1996
0-1-2-3-6-8,2,01/05/2021|21/04/2001
0-1-2-3-6-7,2,29/07/2017|21/03/1992
0-1-2-3-4-5,2,28/08/2010|12/11/1988
0-1-2-3-6-6,2,24/09/2022|19/09/2009
0-0-1-3-4-7,2,15/09/2012|02/06/2012
0-0-1-4-5-7,2,13/02/2021|09/05/1992
1-1-2-2-3-8,2,20/05/2000|12/12/1998
1-3-4-5-6-6,2,03/08/2024|01/05/2004
1-5-6-6-7-7,1,26/12/2009
1-2-6-6-8-9,1,25/12/2010
1-5-6-6-8-9,1,22/08/2015
1-2-3-5-6-9,1,07/01/1995
1-2-3-5-7-7,1,07/10/2000
1-3-4-6-9-9,1,10/08/2024
1-2-6-6-8-8,1,25/02/2017
1-2-6-6-7-9,1,28/09/2013
1-2-6-6-6-8,1,25/05/2002
1-5-6-6-6-9,1,08/05/2021
1-4-8-8-9-9,1,31/07/1999
1-4-8-9-9-9,1,02/10/1993
1-2-4-5-7-7,1,15/03/2008
1-5-5-5-6-7,1,15/07/1989
1-5-5-5-6-8,1,09/08/2008
1-2-7-7-9-9,1,30/06/2012
1-5-5-5-7-8,1,17/03/2018
1-2-7-7-8-9,1,08/12/2012
1-5-5-5-8-9,1,30/04/2005
1-5-5-6-6-7,1,28/10/2017
1-2-7-7-7-8,1,31/03/2012
1-2-3-5-6-8,1,31/05/2008
1-2-6-9-9-9,1,13/07/1991
1-5-5-6-7-7,1,22/02/2003
1-2-6-8-8-9,1,04/09/2021
1-5-5-6-7-8,1,13/09/2014
1-5-5-6-9-9,1,01/06/1991
1-5-5-7-7-9,1,07/11/1992
1-2-4-5-8-8,1,20/11/2021
1-3-4-6-7-9,1,17/02/2007
1-3-4-6-8-9,1,19/06/2004
1-5-5-8-8-8,1,24/08/2013
1-5-5-8-9-9,1,07/05/2011
1-5-6-6-6-7,1,12/12/2009
1-2-7-7-7-7,1,30/11/1996
1-2-5-5-6-8,1,13/05/2000
1-6-7-7-9-9,1,10/09/1988
1-6-7-8-9-9,1,21/03/1998
1-2-4-8-9-9,1,22/12/1990
1-6-8-9-9-9,1,02/03/2019
1-2-3-4-8-9,1,07/11/2020
1-7-8-8-9-9,1,15/11/2008
2-2-2-2-3-8,1,13/09/2003
2-2-2-2-4-5,1,20/01/1990
2-2-2-4-5-9,1,28/03/2009
1-2-4-6-6-6,1,24/06/2006
1-5-6-9-9-9,1,15/06/2019
2-2-2-2-6-7,1,14/09/1996
1-2-4-7-8-9,1,18/06/2005
1-2-4-7-7-9,1,17/11/2018
1-2-4-6-6-8,1,16/01/2010
1-2-4-6-8-8,1,09/04/1988
2-2-2-3-6-8,1,13/06/1998
2-2-2-3-9-9,1,01/09/1990
2-2-2-4-4-5,1,07/09/1991
2-2-2-4-4-7,1,31/10/1998
2-2-2-4-5-6,1,31/10/2020
1-2-4-6-6-9,1,09/11/2013
2-2-2-2-4-7,1,21/03/2009
1-5-6-7-7-7,1,03/11/2007
1-2-5-8-9-9,1,01/12/2001
1-2-5-8-8-9,1,25/11/2017
1-2-5-7-8-8,1,19/12/2015
1-2-5-6-9-9,1,07/12/1996
1-2-3-5-6-6,1,20/12/1997
1-5-6-7-7-8,1,14/06/1997
1-5-6-7-7-9,1,05/07/2003
1-5-6-7-9-9,1,19/12/1987
1-2-7-8-8-9,1,09/03/2019
1-5-7-7-9-9,1,04/03/2006
1-6-6-7-8-9,1,28/01/2012
1-2-5-6-6-6,1,02/07/1994
1-5-7-8-9-9,1,17/08/2024
1-2-5-5-8-9,1,29/03/2014
1-2-3-5-5-9,1,07/11/1998
1-2-3-5-5-8,1,18/11/1995
1-3-4-8-9-9,1,17/04/1993
1-2-5-5-8-8,1,23/07/2016
1-2-5-5-7-9,1,18/07/1987
1-3-4-7-7-8,1,22/03/2003
1-6-6-6-8-8,1,15/08/1987
1-6-6-6-8-9,1,13/04/1996
1-3-4-7-7-7,1,28/11/1998
1-3-8-8-8-9,1,17/02/2024
1-3-3-5-7-9,1,09/01/1988
1-3-8-9-9-9,1,26/06/1999
1-4-4-4-5-6,1,10/11/2018
1-3-3-5-7-8,1,01/04/2017
1-3-4-4-4-6,1,23/04/2005
1-3-4-4-5-5,1,18/01/1992
1-3-3-5-6-8,1,04/05/2013
1-2-3-7-7-8,1,11/05/2019
1-3-4-4-5-9,1,26/03/2011
1-4-4-4-5-9,1,21/03/1987
1-4-6-7-7-8,1,07/08/2010
1-3-5-7-7-9,1,29/04/1995
1-3-4-4-6-8,1,16/06/2018
1-4-4-5-5-9,1,04/07/2015
1-3-5-7-7-8,1,03/06/1989
1-4-4-5-6-7,1,25/04/1992
1-4-4-5-7-8,1,23/01/2021
1-3-4-4-7-8,1,21/11/2020
1-4-4-6-7-7,1,26/12/1998
1-4-4-6-7-8,1,02/02/2019
1-3-3-5-5-7,1,15/07/2023
1-2-4-4-8-9,1,23/12/1995
1-3-3-4-8-9,1,22/09/2018
1-4-4-4-6-7,1,12/11/1994
1-3-6-6-7-8,1,07/04/2007
1-3-3-9-9-9,1,30/07/2005
1-3-6-6-7-9,1,27/01/1996
1-2-4-4-4-8,1,10/03/2007
1-3-3-7-7-9,1,29/01/2011
1-3-6-6-6-8,1,09/10/2004
1-2-4-4-4-5,1,29/05/2004
1-3-3-6-7-9,1,20/02/2021
1-2-3-8-8-9,1,13/03/1999
1-3-5-8-9-9,1,16/02/1991
1-3-3-6-7-8,1,06/01/2024
1-2-4-4-5-5,1,30/04/2011
1-3-6-7-7-8,1,11/09/2004
1-3-5-8-8-9,1,22/08/1992
1-3-6-7-8-8,1,21/09/1991
1-3-6-7-8-9,1,06/04/1991
1-3-3-6-6-9,1,07/02/1987
1-3-6-7-9-9,1,01/05/1993
1-3-7-7-8-9,1,12/03/2016
1-2-3-7-8-8,1,06/07/2013
1-2-3-7-7-9,1,16/02/2013
1-3-3-6-6-7,1,16/04/2016
1-3-7-8-8-9,1,08/08/2009
1-3-7-8-9-9,1,30/06/2018
1-3-6-6-8-9,1,07/09/1996
1-4-5-6-9-9,1,14/11/1987
1-3-3-4-4-8,1,29/01/1994
1-4-5-7-8-8,1,16/09/2000
1-4-5-8-8-9,1,16/01/2016
1-3-5-5-6-9,1,15/10/1988
1-4-5-9-9-9,1,10/04/2004
1-4-6-6-7-7,1,12/06/2004
