Combination,Count,Dates
1-2-9-11-18-20-29,1,12/07/2023
1-2-9-11-13-27-37,1,23/01/2020
1-2-9-10-18-37-41,1,04/03/2021
1-2-8-9-24-29-31,1,24/12/2019
1-2-8-18-29-33-37,1,07/04/2019
1-2-8-14-15-19-27,1,28/07/2017
1-2-8-11-16-17-27,1,18/07/2021
1-2-8-10-13-33-42,1,31/08/2020
1-2-8-10-13-29-33,1,14/07/2022
1-2-7-18-25-27-38,1,19/12/2021
1-2-7-15-19-20-34,1,19/02/2020
1-2-7-13-25-40-44,1,07/11/2022
1-2-6-19-20-22-24,1,04/11/2016
1-2-6-16-27-30-37,1,19/01/2016
1-2-6-14-22-26-33,1,23/09/2018
1-2-6-13-34-38-40,1,11/10/2020
1-23-24-27-35-39-41,1,18/01/2024
1-22-25-31-32-34-35,1,01/02/2018
1-22-24-25-31-32-33,1,28/02/2020
1-21-26-28-31-36-40,1,06/03/2023
1-21-23-26-32-34-35,1,29/08/2022
1-21-23-26-28-30-38,1,24/08/2021
1-21-22-29-34-40-41,1,29/03/2022
1-21-22-23-32-34-41,1,17/12/2023
1-20-26-30-34-35-44,1,07/01/2023
1-20-25-33-35-37-42,1,22/06/2022
1-20-24-26-33-35-43,1,10/05/2023
1-20-24-25-27-28-37,1,18/05/2023
1-20-23-27-29-31-33,1,16/12/2017
1-20-23-26-27-33-36,1,14/05/2017
1-20-21-28-32-36-37,1,24/09/2023
1-2-9-17-28-34-39,1,04/05/2023
1-3-13-22-32-34-37,1,02/03/2016
1-3-13-18-23-34-42,1,20/07/2024
1-3-13-17-21-31-35,1,14/05/2016
1-3-13-15-23-24-40,1,20/03/2023
1-3-12-23-25-27-36,1,31/10/2016
1-3-12-14-19-20-34,1,10/11/2018
1-3-12-13-20-34-35,1,26/09/2017
1-3-11-16-27-28-42,1,15/11/2022
1-3-11-15-29-31-34,1,05/09/2016
1-3-11-14-24-27-37,1,03/12/2017
1-3-11-12-13-19-25,1,30/04/2019
1-3-10-24-28-31-37,1,23/02/2019
1-3-10-16-24-29-30,1,20/06/2016
1-27-29-34-35-41-44,1,02/07/2020
1-26-28-35-36-38-43,1,07/07/2021
1-26-27-32-35-39-41,1,06/05/2021
1-3-4-10-15-24-43,1,24/11/2023
1-3-27-28-29-34-36,1,31/03/2016
1-3-20-22-29-37-44,1,11/01/2024
1-3-19-25-35-42-44,1,06/07/2020
1-3-19-25-27-35-36,1,01/12/2015
1-3-18-22-23-31-37,1,09/06/2016
1-3-18-21-27-30-33,1,12/03/2016
1-3-17-25-27-39-43,1,05/12/2020
1-3-16-26-27-32-33,1,29/11/2017
1-3-16-17-27-29-34,1,24/02/2019
1-3-16-17-22-31-32,1,02/10/2015
1-3-14-23-31-34-35,1,24/03/2018
1-3-14-23-29-35-37,1,29/10/2019
1-3-14-17-30-35-37,1,20/08/2017
1-3-14-17-18-27-30,1,20/04/2019
1-3-13-23-29-33-35,1,29/04/2017
1-3-6-17-21-22-32,1,09/05/2016
1-3-6-10-13-36-41,1,18/06/2020
1-3-5-18-19-23-35,1,13/01/2019
1-3-5-16-23-27-32,1,05/08/2016
1-3-5-12-29-34-36,1,17/02/2019
1-3-5-12-14-31-43,1,10/10/2023
1-3-4-8-20-28-37,1,26/03/2020
1-3-4-7-13-14-19,1,28/04/2017
1-3-4-19-24-30-36,1,21/01/2017
1-3-4-17-24-28-40,1,03/11/2023
1-3-4-16-20-41-43,1,09/07/2021
1-3-4-14-25-29-35,1,04/01/2016
1-3-4-14-22-34-37,1,30/11/2018
1-3-4-12-15-17-43,1,22/10/2020
1-3-4-12-14-17-28,1,27/11/2018
1-3-4-11-14-31-32,1,29/01/2018
1-4-10-11-18-19-22,1,04/03/2022
1-33-35-36-41-42-43,1,10/12/2022
1-3-9-22-28-30-36,1,24/10/2021
1-3-8-9-13-17-34,1,20/04/2016
1-3-8-9-11-22-28,1,26/12/2018
1-3-8-18-22-24-31,1,06/11/2020
1-3-8-13-26-30-44,1,08/07/2023
1-3-8-12-18-25-33,1,25/10/2017
1-3-7-9-25-35-37,1,16/11/2019
1-3-7-9-15-17-21,1,21/09/2018
1-3-7-20-34-35-37,1,24/12/2016
1-3-7-18-31-32-37,1,03/05/2018
1-3-7-16-26-28-37,1,24/04/2024
1-3-7-16-19-24-28,1,06/06/2017
1-3-6-8-10-18-22,1,21/06/2018
1-3-6-33-36-37-41,1,23/12/2022
1-4-13-22-32-34-36,1,19/01/2020
1-4-13-19-24-35-37,1,13/05/2017
1-4-13-15-24-29-30,1,09/10/2015
1-4-12-19-21-22-28,1,27/11/2016
1-4-12-15-17-20-31,1,16/11/2021
1-4-12-13-17-28-39,1,27/11/2022
1-4-11-27-29-31-37,1,28/11/2018
1-4-11-22-28-32-35,1,05/11/2018
1-4-11-18-21-27-37,1,03/11/2017
1-4-11-15-17-21-33,1,20/10/2019
1-4-11-14-19-27-32,1,18/07/2019
1-4-11-14-17-20-29,1,21/05/2017
1-4-10-26-27-33-35,1,15/08/2019
1-4-10-16-25-34-36,1,22/05/2019
1-4-10-12-13-17-33,1,05/01/2019
1-4-10-11-23-33-36,1,29/03/2019
1-4-5-7-11-12-37,1,01/11/2023
1-4-5-14-18-27-41,1,13/02/2024
1-4-5-14-16-28-32,1,13/07/2022
1-4-5-11-19-39-44,1,25/06/2023
1-4-5-10-12-13-15,1,31/12/2023
1-4-25-34-37-38-41,1,24/01/2024
1-4-22-25-28-32-36,1,17/09/2015
1-4-22-25-27-33-35,1,18/02/2018
1-4-21-22-24-31-36,1,21/01/2021
1-4-20-22-23-24-33,1,08/07/2016
1-4-19-20-30-32-36,1,19/08/2019
1-4-17-25-33-34-36,1,08/04/2021
1-4-16-22-25-31-33,1,26/06/2016
1-4-15-17-20-24-32,1,19/07/2018
1-4-14-24-25-27-35,1,02/11/2017
1-4-14-22-29-36-43,1,22/04/2021
1-4-8-10-17-32-42,1,14/03/2022
1-4-7-9-15-22-34,1,12/08/2017
1-4-7-17-26-31-36,1,27/01/2018
1-4-7-17-18-27-41,1,22/03/2024
1-4-7-15-28-32-42,1,09/04/2021
1-4-7-14-18-19-20,1,23/08/2017
1-4-7-12-26-28-30,1,04/08/2017
1-4-7-11-17-24-27,1,18/01/2016
1-4-6-9-17-20-38,1,27/08/2020
1-4-6-9-16-27-37,1,16/02/2016
1-4-6-7-18-25-31,1,24/06/2016
1-4-6-11-12-16-18,1,20/10/2017
1-4-6-10-16-23-33,1,21/01/2018
1-4-5-9-24-29-33,1,01/05/2018
1-4-5-9-15-17-31,1,03/08/2016
1-4-5-8-10-31-38,1,26/09/2020
1-4-9-27-28-31-32,1,04/09/2018
1-4-9-24-25-27-30,1,22/06/2018
1-4-9-19-29-37-39,1,08/06/2020
1-4-9-18-19-22-23,1,20/06/2021
1-4-9-13-32-33-34,1,14/01/2016
1-4-9-12-15-32-33,1,20/05/2017
1-4-9-12-14-20-40,1,26/08/2020
1-4-8-9-33-40-43,1,25/01/2023
1-4-8-9-15-20-33,1,25/07/2021
1-4-8-21-28-30-33,1,08/06/2019
1-4-8-17-20-29-36,1,18/10/2021
1-4-8-16-19-27-40,1,16/07/2021
1-4-8-13-24-25-32,1,27/06/2022
1-4-8-12-18-20-22,1,23/03/2021
1-4-8-12-14-22-24,1,29/04/2018
1-4-8-11-20-24-36,1,13/06/2018
1-5-16-19-22-27-44,1,12/02/2022
1-5-15-17-22-23-29,1,12/06/2018
1-5-13-25-29-34-37,1,10/05/2016
1-5-13-17-20-23-28,1,05/08/2019
1-5-13-15-16-24-29,1,26/11/2017
1-5-13-14-36-37-43,1,26/11/2022
1-5-12-20-22-30-35,1,01/06/2021
1-5-12-16-20-25-31,1,29/08/2024
1-5-11-26-31-39-40,1,13/07/2023
1-5-11-20-25-29-34,1,05/07/2019
1-5-11-15-22-24-31,1,21/05/2022
1-5-11-13-28-29-44,1,29/05/2022
1-5-10-19-21-25-36,1,14/08/2024
1-5-10-15-21-31-32,1,10/03/2019
1-5-10-13-24-28-37,1,10/07/2017
1-5-10-11-28-34-35,1,24/04/2019
1-5-6-13-33-36-43,1,06/10/2023
1-5-6-12-18-31-33,1,28/05/2017
1-5-6-10-30-34-37,1,11/02/2017
1-5-6-10-19-29-43,1,10/07/2024
1-5-23-27-31-32-36,1,27/09/2015
1-5-22-23-26-32-33,1,08/01/2019
1-5-21-28-29-31-32,1,04/09/2015
1-5-21-22-28-30-33,1,05/01/2018
1-5-19-21-24-29-33,1,05/07/2016
1-5-18-23-35-41-43,1,27/01/2021
1-5-17-23-27-29-37,1,10/10/2017
1-5-16-28-29-35-42,1,21/08/2022
1-5-16-26-27-28-35,1,02/03/2018
1-5-16-22-24-32-33,1,27/10/2018
1-5-16-22-23-32-33,1,29/09/2016
1-5-16-20-21-27-32,1,24/11/2019
1-5-7-14-16-29-32,1,16/09/2015
1-5-7-14-15-28-30,1,18/12/2015
1-5-7-12-26-41-42,1,12/10/2021
1-5-7-11-14-22-28,1,07/09/2020
1-5-6-9-19-31-43,1,12/06/2024
1-5-6-8-10-19-20,1,03/12/2018
1-5-6-7-22-29-37,1,20/12/2017
1-5-6-22-29-31-44,1,30/01/2022
1-5-6-19-21-32-35,1,26/11/2016
1-5-6-18-25-32-37,1,01/10/2015
1-5-6-17-33-34-36,1,18/11/2016
1-5-6-17-31-36-41,1,09/07/2022
1-5-6-17-18-31-32,1,02/02/2017
1-5-6-16-22-26-32,1,16/12/2018
1-5-6-15-19-24-33,1,19/06/2021
1-5-6-14-15-18-30,1,10/03/2020
1-6-10-14-15-26-34,1,18/04/2017
1-6-10-13-27-28-32,1,20/12/2015
1-5-9-11-15-22-27,1,15/04/2016
1-5-9-10-24-31-34,1,09/03/2016
1-5-9-10-18-25-31,1,11/09/2018
1-5-8-9-39-41-44,1,24/03/2020
1-5-8-9-14-28-42,1,25/09/2020
1-5-8-9-13-29-36,1,06/10/2015
1-5-8-16-21-41-43,1,12/01/2023
1-5-8-13-22-28-31,1,14/04/2017
1-5-8-13-20-24-30,1,15/11/2019
1-5-8-11-13-18-30,1,30/05/2020
1-5-8-10-17-22-27,1,24/02/2018
1-5-8-10-15-28-31,1,28/08/2016
1-5-7-32-37-38-43,1,14/04/2020
1-5-7-23-26-37-40,1,09/02/2021
1-6-16-22-23-38-42,1,27/06/2021
1-6-16-17-20-33-37,1,01/02/2016
1-6-15-29-30-33-42,1,16/12/2020
1-6-14-21-26-27-28,1,28/08/2015
1-6-14-20-21-25-31,1,05/10/2021
1-6-14-16-22-23-32,1,08/12/2015
1-6-14-16-18-29-37,1,07/03/2018
1-6-13-26-28-33-36,1,12/02/2019
1-6-13-16-17-21-33,1,02/04/2016
1-6-13-15-26-30-33,1,28/11/2017
1-6-11-14-19-22-31,1,11/07/2018
1-6-10-33-35-36-37,1,13/03/2017
1-6-10-21-23-33-43,1,04/04/2023
1-6-10-17-24-27-30,1,22/01/2019
1-6-10-17-23-30-32,1,08/12/2019
1-6-10-14-23-34-40,1,26/10/2021
1-6-7-9-21-37-42,1,14/06/2022
1-6-7-19-20-24-37,1,01/11/2015
1-6-7-17-24-27-30,1,18/12/2019
1-6-7-13-23-25-32,1,11/03/2021
1-6-7-11-15-17-30,1,02/09/2017
1-6-7-10-24-29-36,1,07/07/2016
1-6-7-10-12-18-29,1,08/10/2021
1-6-23-31-39-40-42,1,06/05/2022
1-6-22-27-29-30-31,1,15/08/2015
1-6-22-26-27-32-41,1,07/10/2023
1-6-21-22-30-34-35,1,08/04/2024
1-6-20-21-22-25-32,1,06/02/2021
1-6-19-22-25-27-31,1,23/07/2024
1-6-18-22-28-30-32,1,24/12/2018
1-6-16-27-33-37-43,1,17/11/2022
1-6-16-27-30-34-37,1,11/07/2016
1-7-12-13-15-20-27,1,14/12/2018
1-7-11-17-18-21-25,1,22/12/2020
1-7-11-15-29-31-33,1,18/06/2019
1-7-11-13-14-19-33,1,05/11/2016
1-7-10-20-30-34-37,1,18/09/2018
1-7-10-14-19-26-27,1,13/07/2016
1-6-9-24-26-30-31,1,03/01/2020
1-6-9-17-18-20-31,1,27/10/2015
1-6-9-15-30-31-44,1,26/11/2023
1-6-9-15-26-33-43,1,06/05/2020
1-6-9-10-22-32-37,1,10/11/2017
1-6-8-9-29-31-42,1,16/01/2024
1-6-8-19-25-28-33,1,02/11/2016
1-6-8-18-25-26-27,1,03/07/2017
1-6-8-11-16-20-21,1,08/09/2018
1-6-8-10-16-25-34,1,27/02/2024
1-7-20-26-33-37-38,1,21/07/2021
1-7-20-25-27-29-33,1,07/08/2017
1-7-19-20-23-29-41,1,12/12/2021
1-7-18-22-40-43-44,1,28/10/2022
1-7-18-19-20-33-37,1,26/10/2019
1-7-17-29-33-34-43,1,28/01/2024
1-7-17-18-26-29-32,1,25/11/2019
1-7-16-22-24-32-37,1,09/04/2017
1-7-14-25-30-39-41,1,01/11/2021
1-7-14-24-27-30-34,1,16/08/2016
1-7-14-22-33-37-38,1,13/06/2021
1-7-14-17-19-36-42,1,30/06/2024
1-7-13-21-27-41-44,1,04/08/2020
1-7-13-20-21-34-36,1,28/11/2020
1-7-13-19-33-35-36,1,20/11/2018
1-7-13-14-26-31-36,1,03/12/2016
1-8-10-16-33-34-36,1,22/07/2017
1-8-10-14-16-28-30,1,14/02/2016
1-8-10-13-19-21-28,1,03/02/2019
1-7-9-26-27-33-35,1,10/03/2022
1-7-9-18-19-25-37,1,12/06/2021
1-7-9-15-32-35-42,1,24/07/2021
1-7-9-14-16-19-26,1,02/01/2019
1-7-9-11-14-22-35,1,10/05/2017
1-7-9-10-11-12-19,1,23/01/2019
1-7-8-22-30-35-36,1,12/12/2019
1-7-8-15-33-37-38,1,09/12/2021
1-7-8-13-25-26-40,1,16/05/2022
1-7-8-13-19-21-27,1,04/01/2022
1-7-8-10-12-18-26,1,23/01/2018
1-7-21-29-37-41-43,1,08/07/2024
1-7-21-25-27-39-41,1,23/07/2022
1-8-14-18-21-30-34,1,11/04/2019
1-8-13-22-26-34-35,1,15/05/2018
1-8-13-21-37-39-40,1,03/03/2022
1-8-13-20-28-29-34,1,21/09/2017
1-8-12-18-19-33-35,1,06/10/2021
1-8-12-17-30-32-42,1,20/02/2023
1-8-12-14-20-25-30,1,10/11/2023
1-8-12-14-19-21-44,1,18/03/2022
1-8-12-14-15-20-40,1,13/12/2021
1-8-11-25-30-33-36,1,07/08/2016
1-8-11-18-27-32-34,1,18/03/2017
1-8-11-17-20-21-32,1,02/11/2019
1-8-11-12-20-22-34,1,12/01/2018
1-8-11-12-17-18-27,1,11/06/2019
1-8-11-12-13-20-30,1,12/01/2019
1-8-10-22-31-33-37,1,31/07/2023
1-9-10-15-19-22-29,1,25/10/2015
1-9-10-12-30-35-37,1,26/06/2020
1-9-10-12-15-33-42,1,11/10/2021
1-8-9-24-31-34-37,1,26/05/2018
1-8-9-18-26-30-33,1,19/10/2018
1-8-9-15-20-21-32,1,16/10/2019
1-8-9-15-17-26-31,1,27/12/2016
1-8-9-14-26-28-37,1,14/10/2018
1-8-9-10-18-25-34,1,14/02/2018
1-8-23-24-25-27-35,1,29/08/2018
1-8-17-24-30-32-34,1,19/05/2017
1-8-17-19-26-27-36,1,20/06/2019
1-8-16-27-28-29-36,1,08/01/2020
1-8-16-23-27-31-36,1,25/09/2017
1-8-16-17-21-32-33,1,13/12/2022
1-8-15-16-17-26-27,1,31/12/2016
1-9-12-14-25-28-34,1,02/09/2015
1-9-12-13-15-23-26,1,28/01/2017
1-9-11-32-34-36-44,1,19/08/2024
1-9-11-24-27-28-36,1,08/12/2016
1-9-11-23-26-35-36,1,06/10/2018
1-9-11-20-26-33-36,1,25/06/2019
1-9-11-15-29-32-34,1,30/05/2016
1-9-11-14-24-28-34,1,12/10/2015
1-9-11-13-24-25-26,1,31/08/2023
1-9-11-12-21-30-34,1,16/11/2016
1-9-11-12-16-22-33,1,03/01/2017
1-9-11-12-16-21-23,1,10/02/2020
1-9-10-20-26-27-31,1,11/01/2018
1-9-10-17-20-29-32,1,17/04/2017
1-9-10-16-24-30-31,1,04/05/2019
1-9-10-16-21-22-28,1,17/03/2020
10-11-13-20-26-31-34,1,26/03/2017
10-11-13-19-23-26-34,1,31/01/2020
10-11-13-18-29-33-35,1,06/11/2018
10-11-12-23-26-35-42,1,25/09/2024
10-11-12-14-29-34-36,1,07/12/2017
1-9-26-28-33-36-42,1,10/03/2021
1-9-25-26-34-38-42,1,07/04/2023
1-9-22-23-31-40-44,1,07/08/2022
1-9-17-23-28-29-36,1,12/10/2019
1-9-16-21-26-29-32,1,08/07/2021
1-9-16-19-20-31-32,1,12/12/2016
1-9-15-20-22-24-35,1,07/07/2018
1-9-14-16-19-40-44,1,24/08/2023
1-9-13-14-33-36-42,1,29/11/2020
1-9-12-15-16-22-28,1,20/11/2016
1-9-12-14-36-43-44,1,22/03/2023
10-11-22-28-29-31-32,1,19/02/2022
10-11-19-20-28-35-37,1,07/02/2017
10-11-17-22-25-27-37,1,07/02/2019
10-11-17-21-22-28-31,1,22/06/2016
10-11-17-18-25-27-31,1,28/02/2016
10-11-16-19-21-29-34,1,31/10/2021
10-11-16-18-28-30-34,1,02/04/2017
10-11-15-22-24-30-36,1,16/06/2019
10-11-15-18-28-36-43,1,28/04/2020
10-11-14-21-22-27-28,1,15/03/2017
10-11-14-19-31-37-42,1,24/06/2024
10-11-14-18-21-23-34,1,14/04/2019
10-11-14-16-30-37-43,1,04/08/2024
10-11-14-15-22-33-35,1,23/06/2016
10-11-13-22-28-41-43,1,08/06/2021
10-11-13-22-26-31-40,1,05/11/2020
10-12-16-36-41-42-44,1,23/01/2021
10-12-16-25-39-43-44,1,12/12/2020
10-12-15-23-29-34-36,1,15/03/2016
10-12-15-18-19-21-43,1,16/05/2021
10-12-15-17-23-34-35,1,27/08/2018
10-12-15-16-19-24-37,1,07/02/2016
10-12-15-16-18-31-43,1,29/04/2021
10-12-14-30-34-36-44,1,24/09/2021
10-12-14-25-28-31-33,1,11/04/2016
10-12-14-18-24-36-38,1,22/02/2023
10-12-14-16-19-31-38,1,08/05/2022
10-12-13-23-24-33-37,1,07/04/2018
10-12-13-17-23-27-32,1,24/03/2024
10-11-27-34-36-39-41,1,05/05/2024
10-11-24-30-32-33-38,1,28/08/2023
10-11-24-26-28-29-32,1,06/09/2024
10-13-17-24-29-32-36,1,18/10/2019
10-13-16-19-26-35-38,1,17/11/2023
10-13-15-18-19-20-35,1,26/05/2016
10-13-15-16-23-31-32,1,31/12/2018
10-13-14-31-35-38-41,1,04/06/2021
10-13-14-24-25-36-41,1,26/06/2024
10-13-14-19-25-30-34,1,02/09/2018
10-13-14-17-29-31-43,1,04/04/2020
10-13-14-17-18-22-33,1,13/12/2019
10-13-14-15-19-24-41,1,09/10/2024
10-12-25-31-33-36-39,1,09/01/2022
10-12-20-26-29-36-37,1,30/03/2019
10-12-18-22-31-36-37,1,08/11/2016
10-12-18-21-24-25-33,1,01/09/2017
10-12-18-21-22-29-37,1,03/04/2019
