Combination,Count,Dates
1-5-8-20-40-44,1,11/03/2019
1-8-16-25-33-39,1,06/12/2010
1-8-15-41-42-45,1,06/07/2020
1-8-13-27-31-35,1,10/01/2022
1-8-12-13-34-41,1,16/06/2014
1-8-12-13-29-34,1,04/12/2023
1-8-11-14-29-44,1,05/03/2012
1-7-9-10-35-39,1,24/02/2014
1-7-9-10-30-32,1,01/04/2019
1-7-8-16-28-36,1,11/05/2015
1-7-8-15-31-43,1,01/12/2014
1-7-23-33-34-40,1,13/10/2014
1-7-23-24-28-44,1,25/02/2013
1-7-22-23-32-38,1,21/05/2012
1-7-21-39-40-45,1,01/02/2010
1-7-21-23-39-43,1,14/04/2014
1-7-19-20-23-26,1,20/02/2012
10-11-17-18-23-43,1,02/05/2022
10-11-16-17-20-24,1,29/06/2020
10-11-15-35-37-40,1,16/04/2018
10-11-14-20-30-32,1,06/04/2020
1-9-28-35-38-45,1,20/10/2014
1-9-24-30-32-45,1,27/11/2006
1-9-20-26-28-40,1,07/05/2007
1-9-20-22-34-38,1,24/01/2022
1-9-17-26-28-34,1,29/08/2011
1-9-16-23-36-44,1,07/09/2020
1-9-12-16-22-43,1,08/04/2024
1-9-12-14-20-32,1,04/04/2022
1-9-11-23-36-40,1,14/06/2021
1-8-35-39-41-45,1,15/09/2014
1-8-18-41-42-44,1,06/05/2013
1-8-17-26-36-40,1,25/06/2018
10-15-21-22-29-43,1,27/09/2010
10-14-28-40-43-45,1,15/01/2018
10-14-15-29-33-40,1,27/03/2023
10-13-19-22-25-26,1,28/03/2016
10-13-16-23-33-34,1,31/03/2008
10-12-31-32-42-45,1,22/05/2023
10-12-28-30-32-45,1,15/11/2010
10-12-25-26-35-44,1,23/08/2021
10-12-22-30-31-33,1,29/09/2014
10-12-22-24-29-40,1,12/05/2008
10-12-21-24-41-44,1,07/06/2021
10-12-20-22-31-37,1,17/08/2020
10-12-18-30-37-42,1,13/06/2016
10-12-14-16-33-41,1,03/06/2019
10-12-13-22-24-34,1,26/11/2007
10-11-20-21-44-45,1,01/03/2021
10-23-26-35-40-44,1,03/01/2022
10-22-25-30-33-38,1,21/11/2022
10-21-27-32-35-40,1,17/01/2022
10-20-32-34-44-45,1,16/11/2015
10-19-28-32-40-44,1,28/05/2018
10-19-26-35-38-45,1,07/12/2020
10-18-27-33-34-45,1,09/01/2017
10-17-27-29-30-36,1,10/06/2013
10-17-25-38-39-41,1,23/01/2012
10-17-24-26-28-44,1,24/02/2020
10-17-18-22-37-42,1,26/10/2009
10-16-31-33-35-45,1,10/02/2020
10-16-20-26-27-32,1,04/05/2009
10-16-19-28-39-42,1,28/12/2020
10-16-18-20-24-42,1,23/03/2020
10-15-24-25-33-34,1,14/03/2011
11-16-23-28-35-43,1,14/02/2011
11-16-18-32-39-43,1,04/10/2021
11-15-28-29-36-37,1,18/12/2006
11-14-24-25-40-41,1,02/05/2016
11-14-23-31-35-40,1,13/02/2012
11-14-23-27-41-44,1,13/07/2009
11-14-19-23-33-45,1,31/12/2007
11-14-19-20-30-41,1,19/11/2012
11-14-18-26-39-44,1,17/10/2016
11-14-18-26-39-41,1,02/03/2009
11-13-33-40-43-45,1,20/06/2011
11-13-31-33-40-45,1,08/02/2016
10-28-30-33-40-42,1,21/10/2013
10-25-29-41-43-44,1,17/06/2013
10-25-28-30-36-42,1,18/03/2019
10-23-28-32-34-43,1,29/04/2024
12-13-15-20-28-43,1,05/06/2006
11-31-33-38-42-44,1,28/08/2017
11-28-33-39-40-44,1,04/08/2014
11-27-31-33-35-40,1,01/05/2006
11-24-33-35-36-42,1,29/01/2007
11-24-31-42-44-45,1,01/06/2009
11-23-24-28-31-42,1,11/12/2023
11-21-25-29-41-43,1,25/11/2019
11-21-23-32-37-41,1,22/10/2012
11-19-24-29-35-38,1,02/02/2009
11-19-20-34-35-38,1,27/02/2012
11-18-26-34-40-42,1,09/09/2019
11-18-25-29-35-40,1,27/05/2019
11-18-20-22-27-42,1,29/05/2017
11-17-21-26-36-42,1,05/10/2009
11-17-20-22-27-38,1,11/12/2017
12-18-23-28-34-38,1,20/10/2008
12-18-19-25-32-40,1,17/09/2007
12-18-19-24-30-35,1,03/08/2015
12-17-33-34-39-42,1,19/07/2021
12-17-28-33-40-42,1,22/01/2018
12-17-21-24-37-42,1,10/07/2017
12-17-20-25-28-45,1,14/05/2018
12-17-19-26-38-42,1,10/09/2007
12-16-17-28-30-33,1,27/08/2018
12-15-23-24-34-38,1,29/03/2021
12-15-20-36-40-44,1,02/01/2012
12-14-17-25-41-42,1,17/08/2015
12-14-17-21-32-36,1,14/01/2008
12-13-20-24-35-38,1,23/11/2020
12-13-20-21-26-41,1,25/02/2008
12-13-15-32-35-37,1,29/06/2009
13-14-29-31-39-43,1,24/01/2011
13-14-27-34-36-45,1,12/03/2018
13-14-24-25-27-45,1,05/09/2016
13-14-20-30-38-41,1,04/01/2021
13-14-15-23-28-30,1,25/08/2014
13-14-15-22-30-40,1,11/01/2021
13-14-15-19-27-44,1,01/07/2019
13-14-15-16-23-41,1,13/02/2017
12-24-28-32-33-45,1,26/08/2019
12-24-26-31-37-40,1,01/11/2021
12-24-26-27-32-45,1,15/01/2007
12-20-24-28-29-34,1,07/12/2015
12-20-21-28-32-35,1,02/07/2012
12-19-27-28-31-39,1,15/06/2015
12-19-26-29-30-45,1,24/09/2018
12-19-20-28-32-44,1,09/04/2007
13-22-24-29-34-42,1,16/03/2015
13-21-35-36-38-45,1,28/09/2009
13-21-34-40-42-44,1,11/06/2012
13-20-28-30-43-45,1,02/09/2013
13-19-21-23-31-42,1,06/04/2009
13-19-20-26-38-39,1,01/01/2024
13-18-21-32-41-44,1,07/01/2013
13-17-25-32-39-41,1,06/01/2014
13-17-25-28-34-36,1,08/08/2022
13-17-18-31-36-45,1,19/07/2010
13-16-20-23-35-43,1,14/11/2011
13-16-20-21-39-40,1,18/05/2020
13-16-18-19-25-33,1,23/10/2023
13-15-22-26-28-37,1,09/06/2014
13-15-16-22-33-42,1,21/01/2013
13-15-16-18-32-44,1,01/03/2010
14-19-33-37-39-43,1,04/03/2019
14-19-25-29-33-44,1,30/06/2008
14-19-25-26-42-43,1,27/02/2017
14-19-20-31-34-42,1,11/02/2013
14-18-22-26-31-36,1,25/07/2022
14-18-21-23-24-27,1,04/02/2008
14-17-18-34-40-41,1,26/06/2017
14-16-35-37-40-42,1,16/07/2018
14-15-19-21-22-42,1,21/09/2009
14-15-18-22-24-33,1,13/09/2021
13-29-31-36-41-43,1,01/02/2016
13-28-29-30-35-39,1,22/09/2014
13-24-32-40-42-45,1,09/05/2022
13-24-30-36-40-41,1,26/03/2018
13-23-24-38-39-43,1,12/12/2011
13-22-26-28-35-39,1,23/06/2014
15-18-20-21-27-36,1,15/06/2020
15-17-23-24-30-34,1,08/09/2008
15-16-29-31-32-44,1,04/09/2006
15-16-28-29-37-41,1,12/01/2015
15-16-25-38-39-45,1,02/06/2008
15-16-20-21-31-41,1,23/10/2017
15-16-18-25-27-41,1,04/07/2022
15-16-17-34-36-38,1,15/05/2017
14-32-35-38-42-43,1,29/12/2008
14-30-34-36-38-42,1,06/11/2023
14-25-34-37-41-42,1,30/01/2017
14-24-29-35-39-45,1,20/06/2016
14-22-23-30-41-43,1,08/08/2011
14-21-28-40-41-43,1,10/05/2010
14-20-27-35-38-40,1,11/07/2011
14-20-21-26-32-43,1,27/04/2015
16-21-24-29-37-42,1,19/06/2006
16-20-30-36-37-44,1,25/07/2016
16-20-28-30-33-34,1,30/11/2015
16-18-28-34-36-38,1,13/01/2014
16-18-26-31-41-42,1,11/10/2021
16-17-23-28-35-45,1,06/08/2007
16-17-22-24-25-32,1,27/05/2013
16-17-18-29-32-34,1,10/10/2022
15-31-32-37-43-44,1,12/02/2024
15-31-32-35-40-44,1,13/04/2009
15-29-36-38-42-44,1,17/05/2021
15-24-32-34-40-42,1,13/08/2018
15-24-25-28-30-34,1,19/10/2015
15-23-34-38-40-41,1,08/03/2010
15-18-29-33-35-42,1,21/11/2011
15-18-20-22-31-45,1,02/11/2015
17-23-32-34-39-45,1,25/07/2011
17-23-25-30-32-44,1,05/05/2008
17-22-23-24-26-45,1,25/11/2013
17-21-31-36-42-44,1,26/03/2012
17-20-30-37-42-45,1,16/12/2019
17-20-22-31-38-45,1,27/01/2014
17-19-32-33-39-45,1,30/03/2015
17-19-25-36-39-43,1,01/10/2018
17-19-21-26-36-39,1,17/07/2006
17-19-20-21-26-41,1,09/02/2015
16-30-36-37-42-45,1,26/11/2012
16-27-32-34-42-44,1,25/06/2012
16-25-30-34-42-43,1,21/12/2020
16-24-25-32-36-39,1,31/12/2018
16-23-31-32-39-42,1,30/04/2012
16-23-24-27-29-38,1,13/11/2023
19-20-26-34-39-42,1,19/03/2018
19-20-24-30-31-43,1,16/04/2012
18-31-33-36-37-40,1,17/12/2018
18-29-34-37-38-39,1,16/06/2008
18-28-31-33-41-45,1,08/04/2013
18-26-33-36-40-44,1,16/03/2020
18-25-30-38-43-45,1,28/10/2019
18-25-29-31-38-43,1,28/12/2015
18-24-30-32-39-41,1,02/10/2006
18-23-24-28-29-43,1,16/12/2013
18-22-24-26-33-43,1,23/03/2015
18-22-24-25-29-39,1,15/10/2012
18-21-38-40-42-43,1,28/01/2008
18-20-27-28-37-45,1,22/06/2009
18-20-22-24-30-37,1,04/03/2024
18-19-27-31-34-39,1,24/07/2006
2-11-20-24-39-43,1,24/11/2008
2-11-18-28-33-39,1,14/07/2014
2-11-15-36-41-44,1,30/08/2021
2-11-13-26-28-41,1,09/04/2018
2-11-13-17-30-31,1,23/09/2019
2-10-17-26-34-38,1,07/09/2015
2-10-16-22-27-41,1,07/04/2008
2-10-13-14-26-34,1,26/04/2010
2-10-11-20-24-26,1,26/06/2006
19-35-38-42-43-45,1,14/10/2019
19-28-37-38-41-42,1,03/01/2011
19-26-32-35-40-45,1,17/02/2020
19-25-32-35-44-45,1,28/10/2013
19-24-26-36-39-41,1,05/05/2014
19-23-26-28-34-41,1,13/11/2006
19-21-24-28-33-42,1,05/01/2009
2-14-24-33-36-43,1,10/10/2016
2-14-20-27-28-29,1,13/12/2021
2-14-18-23-26-41,1,17/09/2012
2-14-15-18-29-33,1,29/03/2010
2-13-21-30-40-42,1,02/04/2012
2-13-17-20-36-42,1,05/04/2021
2-13-16-22-31-38,1,05/06/2017
2-13-15-20-24-41,1,08/10/2007
2-13-14-19-22-36,1,24/12/2012
2-12-21-31-33-43,1,29/10/2007
2-12-17-21-41-43,1,31/01/2022
2-12-14-20-29-37,1,19/02/2007
2-12-13-25-29-32,1,04/10/2010
2-11-31-33-40-41,1,28/12/2009
2-11-26-31-32-38,1,30/10/2006
2-11-24-34-37-40,1,25/05/2009
2-23-25-30-37-38,1,10/08/2020
2-21-22-26-29-37,1,12/12/2022
2-19-23-25-35-41,1,28/03/2022
2-18-26-39-40-45,1,19/05/2008
2-18-21-26-31-32,1,05/11/2007
2-18-21-22-34-35,1,17/06/2019
2-17-28-34-38-40,1,11/02/2008
2-17-25-28-37-44,1,17/05/2010
2-17-19-24-32-43,1,21/01/2019
2-17-18-31-37-40,1,21/07/2014
2-17-18-27-30-41,1,08/12/2008
2-16-21-31-42-44,1,06/08/2018
2-16-20-24-33-38,1,21/03/2022
2-16-18-24-27-43,1,26/02/2007
2-15-23-24-30-45,1,04/07/2011
2-15-20-25-30-35,1,07/04/2014
2-4-15-21-24-36,1,27/09/2021
2-4-13-22-23-31,1,27/01/2020
2-4-12-17-24-35,1,04/06/2012
2-4-11-17-22-38,1,23/03/2009
2-3-7-27-35-44,1,02/12/2013
2-3-7-14-18-35,1,20/07/2020
2-3-5-7-15-19,1,10/06/2019
2-3-4-7-28-30,1,09/05/2011
2-3-4-34-35-37,1,31/07/2023
2-3-26-30-35-41,1,04/01/2016
2-3-21-26-27-41,1,25/10/2010
2-28-30-33-36-45,1,20/01/2020
2-27-37-41-43-45,1,29/10/2018
2-26-32-33-38-43,1,13/12/2010
2-24-29-31-34-37,1,01/01/2018
2-24-25-32-35-45,1,10/11/2014
2-5-7-14-33-38,1,24/05/2021
2-5-35-36-39-45,1,29/05/2006
2-5-21-22-30-33,1,02/07/2018
2-5-16-23-39-41,1,18/05/2015
2-5-16-19-31-39,1,14/12/2015
2-5-15-17-40-45,1,30/10/2023
2-5-11-20-26-45,1,06/06/2022
2-5-10-13-29-45,1,06/08/2012
2-4-9-29-38-45,1,20/04/2015
2-4-5-17-37-42,1,13/09/2010
2-4-5-11-19-24,1,15/09/2008
2-4-27-32-36-41,1,08/01/2024
2-4-25-29-38-39,1,08/08/2016
2-4-18-23-43-44,1,07/01/2008
2-4-16-27-34-39,1,18/03/2024
2-4-15-21-33-40,1,25/04/2011
2-6-9-21-22-33,1,24/10/2022
2-6-9-11-25-39,1,26/03/2007
2-6-8-20-35-44,1,16/07/2007
2-6-7-11-13-26,1,11/09/2017
2-6-20-23-35-38,1,02/04/2007
2-6-16-36-37-40,1,22/09/2008
2-6-14-24-29-43,1,26/10/2020
2-6-14-22-36-43,1,29/11/2021
2-6-12-18-32-44,1,22/04/2019
2-6-11-16-25-45,1,20/04/2020
2-6-11-13-20-26,1,01/11/2010
2-6-10-14-33-42,1,29/04/2019
2-5-9-10-28-33,1,12/10/2020
2-5-8-31-35-37,1,13/06/2022
2-5-8-14-20-34,1,30/11/2009
2-5-7-20-21-23,1,11/01/2010
2-9-17-19-22-36,1,21/10/2019
2-9-11-18-21-29,1,26/12/2016
2-9-10-19-24-25,1,12/06/2006
2-8-9-15-22-26,1,16/09/2019
2-8-20-27-40-44,1,07/09/2009
2-8-10-15-26-35,1,28/08/2006
2-7-8-31-35-44,1,07/10/2019
2-7-8-19-29-37,1,12/10/2009
2-7-31-37-42-43,1,14/05/2007
2-7-26-27-33-39,1,13/10/2008
2-7-21-31-32-33,1,02/01/2017
2-7-19-32-40-44,1,10/07/2023
2-7-16-36-37-40,1,17/09/2018
2-7-12-20-37-38,1,14/09/2015
2-7-12-15-30-44,1,09/02/2009
2-7-10-32-36-45,1,16/04/2007
21-33-34-37-38-42,1,14/03/2022
21-32-40-42-44-45,1,02/11/2020
21-26-30-34-36-42,1,12/07/2010
21-25-30-38-41-43,1,17/04/2017
21-22-26-33-38-42,1,23/05/2011
21-22-24-25-31-43,1,29/08/2016
21-22-23-30-41-44,1,15/08/2022
20-27-28-37-40-44,1,10/03/2014
20-25-28-31-35-41,1,16/10/2023
20-23-30-32-34-36,1,03/10/2011
20-23-26-30-33-40,1,18/12/2023
20-22-32-41-43-44,1,17/03/2008
20-22-25-34-39-45,1,10/09/2018
20-21-34-40-41-44,1,19/11/2007
20-21-22-27-35-42,1,19/06/2017
2-9-23-26-42-43,1,26/10/2015
3-11-16-17-24-38,1,28/09/2020
3-11-13-17-22-23,1,06/03/2017
3-10-16-23-33-45,1,12/03/2007
3-10-13-35-38-44,1,06/02/2012
3-10-13-16-36-40,1,12/10/2015
28-33-35-37-40-42,1,01/09/2008
27-32-33-35-43-45,1,04/04/2016
26-33-35-37-39-42,1,28/11/2016
26-30-32-36-37-40,1,11/04/2022
25-27-33-40-44-45,1,06/04/2015
25-27-30-36-42-44,1,03/02/2014
24-26-29-30-37-40,1,03/05/2010
22-26-28-30-32-43,1,08/09/2014
22-25-26-29-35-38,1,20/07/2009
22-23-26-27-34-38,1,04/06/2007
22-23-24-37-39-40,1,22/06/2015
3-15-22-24-28-45,1,15/08/2016
3-15-16-28-33-42,1,20/05/2013
3-14-28-33-35-36,1,10/12/2018
3-14-16-27-28-45,1,19/09/2016
3-14-16-18-30-38,1,03/12/2007
3-13-39-42-44-45,1,27/04/2020
3-13-25-30-39-45,1,12/04/2010
3-13-24-30-31-36,1,21/08/2006
3-13-23-24-25-27,1,03/04/2017
3-13-15-19-27-42,1,22/01/2024
3-12-29-31-38-44,1,11/06/2007
3-12-16-26-27-40,1,16/11/2020
3-12-15-25-28-39,1,23/02/2015
3-11-26-32-34-37,1,23/07/2018
3-11-16-27-38-45,1,23/07/2007
3-11-16-17-25-38,1,01/09/2014
3-21-32-33-36-41,1,15/02/2010
3-21-25-34-39-45,1,21/02/2022
3-21-25-29-41-45,1,05/12/2016
3-21-22-23-37-45,1,24/12/2007
3-19-28-34-35-39,1,19/08/2013
3-18-33-38-40-43,1,21/06/2021
3-18-32-34-41-45,1,27/12/2010
3-18-25-34-41-44,1,29/01/2018
3-18-20-21-44-45,1,07/05/2012
3-17-21-30-37-45,1,18/02/2008
3-17-19-33-35-38,1,29/01/2024
3-17-19-30-37-38,1,20/02/2023
3-16-21-28-32-34,1,03/05/2021
3-16-18-19-21-24,1,17/02/2014
3-15-31-32-33-37,1,21/02/2011
3-15-28-31-34-38,1,16/02/2009
3-4-17-25-27-38,1,22/07/2019
3-4-17-22-25-30,1,08/04/2019
3-4-16-21-23-34,1,02/06/2014
3-4-14-16-38-39,1,06/06/2016
3-4-13-25-35-39,1,14/11/2016
3-4-13-23-32-39,1,22/06/2020
3-4-12-25-34-37,1,19/05/2014
3-4-12-23-36-43,1,15/10/2018
3-4-12-17-18-36,1,04/05/2015
3-4-10-12-27-35,1,20/11/2006
3-32-36-37-40-42,1,31/07/2006
3-27-28-31-33-42,1,20/07/2015
3-24-29-36-37-40,1,19/09/2022
3-24-29-31-35-39,1,20/02/2017
3-22-26-27-35-45,1,10/12/2007
3-22-23-28-32-42,1,25/03/2013
3-5-14-25-26-39,1,11/08/2014
3-5-14-23-26-33,1,14/12/2009
3-5-14-17-34-36,1,22/05/2006
3-5-13-16-19-35,1,11/03/2024
3-4-9-18-27-29,1,09/11/2009
3-4-9-11-20-22,1,13/07/2020
3-4-8-10-37-39,1,12/02/2018
3-4-7-24-36-39,1,01/02/2021
3-4-6-21-32-36,1,09/07/2007
3-4-6-13-14-39,1,22/12/2014
3-4-6-11-26-29,1,29/07/2019
3-4-6-10-24-27,1,22/04/2013
3-4-26-27-32-42,1,11/11/2013
3-4-22-23-33-44,1,11/06/2018
3-4-19-40-42-45,1,08/02/2010
3-4-17-31-37-40,1,04/06/2018
3-7-10-20-37-41,1,01/10/2007
3-7-10-13-17-22,1,06/11/2017
3-6-8-24-34-40,1,08/01/2018
3-6-7-11-25-28,1,18/04/2022
3-6-18-23-25-31,1,06/10/2008
3-6-18-20-31-36,1,27/03/2017
3-6-13-36-37-43,1,13/05/2019
3-6-13-19-31-33,1,26/07/2021
3-6-11-20-22-34,1,19/02/2024
3-6-10-13-24-32,1,19/08/2019
3-6-10-11-13-37,1,09/07/2018
3-5-9-34-35-43,1,25/09/2023
3-5-8-27-33-39,1,28/04/2014
3-5-7-22-34-40,1,05/03/2007
3-5-6-16-36-40,1,28/07/2014
3-5-6-12-21-28,1,14/01/2013
3-9-12-25-31-35,1,22/11/2021
3-9-11-36-38-41,1,21/04/2008
3-8-9-10-24-42,1,20/08/2007
3-8-24-34-40-44,1,12/08/2019
3-8-16-19-23-45,1,21/08/2017
3-8-16-17-28-37,1,23/02/2009
3-8-13-19-23-43,1,24/10/2016
3-8-12-18-22-39,1,28/07/2008
3-8-10-23-26-27,1,11/01/2016
3-7-30-39-40-43,1,18/07/2016
3-7-27-29-34-45,1,04/11/2013
3-7-25-39-41-44,1,03/10/2016
3-7-21-23-30-38,1,30/10/2017
3-7-19-31-32-37,1,11/08/2008
3-7-16-24-34-37,1,09/10/2023
3-7-14-17-20-29,1,10/02/2014
4-11-23-26-30-35,1,15/07/2013
4-11-20-22-30-38,1,22/11/2010
4-11-19-31-32-35,1,25/03/2024
4-11-12-27-30-41,1,06/07/2015
4-10-24-26-29-41,1,31/05/2010
4-10-18-21-34-39,1,11/10/2010
4-10-16-25-29-39,1,01/01/2007
4-10-16-20-21-25,1,24/09/2007
4-10-14-21-37-38,1,03/03/2014
4-10-13-22-23-32,1,03/09/2012
4-10-13-14-36-41,1,23/08/2010
4-10-12-16-29-31,1,10/08/2015
30-32-39-40-41-43,1,04/05/2020
3-9-21-25-36-40,1,10/03/2008
3-9-16-27-30-35,1,20/11/2023
3-9-14-30-31-43,1,05/02/2018
4-15-17-20-29-31,1,29/12/2014
4-14-25-27-31-37,1,05/07/2010
4-14-21-27-41-45,1,13/08/2012
4-14-16-27-30-38,1,12/11/2018
4-14-15-18-20-43,1,30/01/2012
4-14-15-16-27-36,1,05/10/2015
4-13-29-31-38-44,1,18/01/2021
4-13-25-28-31-34,1,06/10/2014
4-13-23-28-37-42,1,25/03/2019
4-13-17-28-36-41,1,10/04/2023
4-13-14-15-23-34,1,01/07/2013
4-12-19-21-24-36,1,23/05/2022
4-12-18-32-36-44,1,31/08/2015
4-12-16-21-34-43,1,18/06/2012
4-12-15-28-33-34,1,29/11/2010
4-11-29-31-35-37,1,14/02/2022
4-21-23-27-29-36,1,27/04/2009
4-21-23-25-42-45,1,17/04/2023
4-20-28-35-37-43,1,04/01/2010
4-20-23-27-31-44,1,07/02/2011
4-19-25-28-29-42,1,25/08/2008
4-18-29-35-44-45,1,13/03/2023
4-18-20-27-41-45,1,25/12/2017
4-17-30-33-34-35,1,19/09/2011
4-17-24-29-38-41,1,11/05/2009
4-17-20-21-29-37,1,23/11/2015
4-16-21-29-30-41,1,30/06/2014
4-16-20-34-38-44,1,08/12/2014
4-16-19-21-34-41,1,24/03/2014
4-16-18-21-26-29,1,14/08/2006
4-15-19-30-33-34,1,07/03/2022
4-15-18-19-20-32,1,15/12/2008
4-6-13-19-35-39,1,22/08/2016
4-6-11-35-40-44,1,28/04/2008
4-6-10-17-20-23,1,22/01/2007
4-6-10-11-33-38,1,19/12/2016
4-5-6-7-31-32,1,26/02/2018
4-5-23-25-33-42,1,08/05/2017
4-5-19-20-25-26,1,07/02/2022
4-5-15-26-44-45,1,08/01/2007
4-5-15-16-28-41,1,19/10/2009
4-5-13-30-31-34,1,01/04/2024
4-5-10-13-37-38,1,14/10/2013
4-29-33-38-39-45,1,08/02/2021
4-25-28-39-40-42,1,16/10/2017
4-24-28-32-40-45,1,03/11/2014
4-24-27-35-37-45,1,21/01/2008
4-21-28-36-38-42,1,27/06/2022
4-8-18-20-39-44,1,08/06/2020
4-8-14-25-33-39,1,29/08/2022
4-8-12-27-28-35,1,31/07/2017
4-7-8-11-23-31,1,22/07/2013
4-7-14-20-29-37,1,15/12/2014
4-7-13-14-25-31,1,23/04/2018
4-7-12-33-44-45,1,21/11/2016
4-7-11-20-37-45,1,09/11/2020
4-7-10-24-27-28,1,21/03/2011
4-7-10-21-40-42,1,17/07/2017
4-6-9-16-17-23,1,03/11/2008
4-6-8-14-25-34,1,22/04/2024
4-6-26-29-38-42,1,31/10/2022
4-6-20-35-36-40,1,25/01/2021
4-6-18-26-27-32,1,09/04/2012
4-6-17-18-19-22,1,24/05/2010
5-11-16-38-43-44,1,20/09/2021
5-11-16-26-35-43,1,06/01/2020
5-11-15-29-34-45,1,18/08/2008
5-11-12-15-20-41,1,18/08/2014
5-10-30-32-36-45,1,08/06/2015
5-10-20-33-35-36,1,07/03/2016
4-9-23-28-34-43,1,24/11/2014
4-9-23-25-37-45,1,04/03/2013
4-9-21-31-36-45,1,17/12/2007
4-9-13-19-21-38,1,16/07/2012
4-9-13-14-18-43,1,18/09/2017
4-8-33-34-41-43,1,22/02/2016
4-8-24-25-28-29,1,04/04/2011
4-8-22-24-28-31,1,16/05/2016
4-8-21-25-31-45,1,14/08/2023
4-8-20-29-34-40,1,09/10/2017
5-14-21-29-32-45,1,15/04/2024
5-14-19-28-32-44,1,18/06/2007
5-14-19-20-23-42,1,14/03/2016
5-14-18-23-25-40,1,25/02/2019
5-13-23-29-33-44,1,26/09/2011
5-13-21-26-29-41,1,15/11/2021
5-13-21-23-27-42,1,09/11/2015
5-13-16-17-21-41,1,30/05/2011
5-13-14-19-34-38,1,15/06/2009
5-13-14-17-31-43,1,11/04/2011
5-12-34-37-44-45,1,27/07/2020
